,inner_x,inner_y,outer_x,outer_y
259,-254.51776663050555,-48.34983422328963,-256.4836769895589,-36.511962942515936
260,-255.50425590390327,-48.513660086544064,-257.4701662629567,-36.67578880577038
261,-256.49074517730105,-48.67748594979853,-258.45665553635456,-36.83961466902485
262,-257.4772344506989,-48.84131181305298,-259.4431448097523,-37.003440532279285
263,-258.4637237240967,-49.00513767630743,-260.4296340831501,-37.167266395533744
264,-259.45021299749453,-49.16896353956189,-261.4161233565479,-37.33109225878819
265,-260.43670227089234,-49.332789402816324,-262.40261262994574,-37.49491812204264
266,-261.42319154429015,-49.49661526607079,-263.38910190334354,-37.65874398529709
267,-262.40968081768796,-49.66044112932523,-264.37559117674135,-37.82256984855153
268,-263.3961700910857,-49.82426699257968,-265.3620804501392,-37.986395711806
269,-264.3826593644836,-49.98809285583414,-266.34856972353697,-38.15022157506044
270,-265.3691486378814,-50.15191871908857,-267.3350589969348,-38.31404743831489
271,-266.35563791127913,-50.31574458234303,-268.32154827033264,-38.47787330156936
272,-267.342127184677,-50.479570445597496,-269.3080375437304,-38.6416991648238
273,-268.3286164580748,-50.64339630885193,-270.2945268171282,-38.805525028078236
274,-269.3151057314726,-50.807222172106385,-271.281016090526,-38.9693508913327
275,-270.3015950048704,-50.97104803536084,-272.2675053639238,-39.13317675458714
276,-271.2880842782682,-51.134873898615275,-273.2539946373217,-39.297002617841606
277,-272.274573551666,-51.29869976186974,-274.2404839107194,-39.46082848109606
278,-273.2610628250639,-51.462525625124194,-275.2269731841172,-39.624654344350496
279,-274.2475520984616,-51.62635148837864,-276.2134624575151,-39.788480207604955
280,-275.23404137185946,-51.7901773516331,-277.19995173091286,-39.952306070859414
281,-276.22053064525727,-51.95400321488755,-278.18644100431067,-40.11613193411385
282,-277.2070199186551,-52.117829078142,-279.1729302777085,-40.279957797368304
283,-278.1935091920529,-52.28165494139645,-280.1594195511063,-40.44378366062275
284,-279.17999846545064,-52.44548080465089,-281.14590882450415,-40.60760952387721
285,-280.1664877388485,-52.60930666790535,-282.1323980979019,-40.77143538713167
286,-281.1529770122463,-52.7731325311598,-283.1188873712997,-40.935261250386105
287,-282.1394662856441,-52.93695839441425,-284.1053766446975,-41.099087113640564
288,-283.1259555590419,-53.10078425766871,-285.0918659180953,-41.26291297689501
289,-284.11244483243973,-53.264610120923145,-286.07835519149313,-41.42673884014946
290,-285.09893410583754,-53.428435984177604,-287.06484446489094,-41.59056470340392
291,-286.08542337923535,-53.59226184743205,-288.05133373828875,-41.754390566658365
292,-287.07191265263316,-53.75608771068651,-289.03782301168656,-41.918216429912825
293,-288.05840192603097,-53.91991357394096,-290.02431228508436,-42.08204229316726
294,-289.0448911994288,-54.0837394371954,-291.01080155848217,-42.245868156421714
295,-290.0313804728265,-54.24756530044986,-291.99729083188004,-42.409694019676174
296,-291.0178697462244,-54.411391163704316,-292.9837801052778,-42.57351988293062
297,-292.0043590196222,-54.57521702695876,-293.9702693786756,-42.73734574618506
298,-292.99084829302,-54.73904289021321,-294.9567586520734,-42.901171609439515
299,-293.97733756641776,-54.90286875346765,-295.94324792547127,-43.06499747269397
300,-294.96382683981557,-55.06669461672212,-296.9297371988691,-43.228823335948434
301,-295.95031611321343,-55.23052047997657,-297.9162264722668,-43.39264919920287
302,-296.93680538661124,-55.394346343231014,-298.90271574566464,-43.55647506245732
303,-297.92329466000905,-55.558172206485466,-299.88920501906244,-43.72030092571177
304,-298.9097839334068,-55.721998069739904,-300.8756942924603,-43.88412678896622
305,-299.8962732068046,-55.88582393299437,-301.8621835658581,-44.04795265222069
306,-300.8827624802025,-56.04964979624882,-302.84867283925587,-44.211778515475125
307,-301.8692517536003,-56.21347565950326,-303.8351621126537,-44.37560437872958
308,-302.8557410269981,-56.37730152275772,-304.8216513860515,-44.539430241984036
309,-303.8422303003959,-56.54112738601217,-305.8081406594493,-44.703256105238474
310,-304.8287195737937,-56.704953249266616,-306.7946299328471,-44.86708196849293
311,-305.8152088471915,-56.868779112521075,-307.7811192062449,-45.03090783174738
312,-306.8016981205893,-57.03260497577551,-308.7676084796427,-45.19473369500183
313,-307.7881873939871,-57.196430839029965,-309.7540977530406,-45.358559558256296
314,-308.7746766673849,-57.36025670228443,-310.7405870264383,-45.522385421510734
315,-309.76116594078275,-57.524082565538876,-311.72707629983614,-45.68621128476518
316,-310.74765521418055,-57.68790842879333,-312.71356557323395,-45.850037148019645
317,-311.73414448757836,-57.85173429204778,-313.70005484663176,-46.01386301127408
318,-312.7206337609761,-58.01556015530222,-314.6865441200296,-46.177688874528535
319,-313.707123034374,-58.179386018556684,-315.6730333934274,-46.341514737783
320,-314.6936123077718,-58.34321188181113,-316.6595226668252,-46.50534060103743
321,-315.6801015811696,-58.50703774506558,-317.646011940223,-46.6691664642919
322,-316.6665908545674,-58.67086360832003,-318.6325012136208,-46.832992327546336
323,-317.65308012796515,-58.83468947157447,-319.61899048701866,-46.99681819080079
324,-318.63956940136296,-58.99851533482894,-320.6054797604165,-47.160644054055254
325,-319.6260586747608,-59.16234119808339,-321.5919690338142,-47.32446991730969
326,-320.61254794815864,-59.32616706133783,-322.57845830721203,-47.488295780564144
327,-321.59903722155644,-59.48999292459229,-323.56494758060984,-47.652121643818596
328,-322.58552649495425,-59.653818787846724,-324.55143685400765,-47.81594750707304
329,-323.572015768352,-59.81764465110119,-325.5379261274055,-47.97977337032751
330,-324.55850504174987,-59.98147051435564,-326.52441540080326,-48.143599233581945
331,-325.5449943151477,-60.14529637761008,-327.5109046742011,-48.3074250968364
332,-326.5314835885454,-60.30912224086453,-328.49739394759894,-48.47125096009086
333,-327.51797286194324,-60.47294810411899,-329.48388322099663,-48.63507682334531
334,-328.5044621353411,-60.63677396737345,-330.4703724943945,-48.79890268659975
335,-329.4909514087389,-60.8005998306279,-331.4568617677923,-48.962728549854205
336,-330.4774406821367,-60.96442569388234,-332.4433510411901,-49.12655441310864
337,-331.46392995553447,-61.12825155713679,-333.429840314588,-49.29038027636311
338,-332.45041922893233,-61.29207742039125,-334.41632958798573,-49.454206139617554
339,-333.43690850233014,-61.45590328364569,-335.40281886138354,-49.618032002872006
340,-334.4233977757279,-61.61972914690015,-336.3893081347814,-49.781857866126465
341,-335.40988704912576,-61.7835550101546,-337.37579740817915,-49.94568372938092
342,-336.32561876388604,-61.935194716911845,-338.4330442402145,-50.12169574913258
343,-337.228312000039,-62.10782790369896,-339.49492349897895,-50.3238356976224
344,-338.17822217507086,-62.29200377453442,-340.5084336615217,-50.52042297888882
345,-339.1319983697496,-62.48469445701396,-341.5150679305245,-50.723700473999244
346,-340.10467401056,-62.682407850503864,-342.50231240248394,-50.924375270961804
347,-341.07705124711686,-62.88131971143951,-343.48935848834367,-51.1262878623153
348,-342.0491255202386,-63.081438129818586,-344.4762040733234,-51.32944724754014
349,-343.0208935363856,-63.28277144482581,-345.4628457127682,-51.53386215211867
350,-343.992351972018,-63.48532798197197,-346.44927992748933,-51.739541289645935
351,-344.9634974734837,-63.68911605273393,-347.4355032035818,-51.946493361428445
352,-345.9343266569088,-63.89414395418882,-348.4215119922457,-52.154727056076496
353,-346.9048361080922,-64.10041996864338,-349.40730270961166,-52.36425104909047
354,-347.875022382404,-64.30795236325775,-350.39287173656936,-52.57507400244071
355,-348.84488200468667,-64.51674938966403,-351.37821541859984,-52.78720456414112
356,-349.8144114691612,-64.72681928357952,-352.3633300656112,-53.000651367816445
357,-350.7836072393362,-64.93817026441485,-353.34821195177926,-53.215423032263374
358,-351.7524657479219,-65.1508105348766,-354.33285731539064,-53.43152816100505
359,-352.7209833967466,-65.36474828056467,-355.31726235869183,-53.64897534183969
360,-353.6891565566787,-65.57999166956465,-356.30142324774016,-53.867773146382504
361,-354.6569815675532,-65.79654885203469,-357.2853361122608,-54.08793012960141
362,-355.6244566622535,-66.01442839451693,-358.2689951213542,-54.309454394616814
363,-356.59159454577053,-66.23364147966032,-359.2523801949474,-54.53235010951086
364,-357.55841351979484,-66.45419561873764,-360.2354677773063,-54.7566155056399
365,-358.5249179994236,-66.67609296255308,-361.2182491679451,-54.98224982966171
