,center_x,center_y,distance
3993,754.2354872395059,-337.8831050935443,3993.0
3994,755.138343188008,-338.31304827148114,3994.0
3995,756.04119913651,-338.74299144941796,3995.0
3996,756.9443013996776,-339.17241699856663,3996.0
3997,757.8481296429455,-339.6003124375131,3997.0
3998,758.7519578862135,-340.02820787645953,3998.0
3999,759.6563357938231,-340.45494034561057,3999.0
4000,760.5602308728005,-340.8826945813587,4000.0
4001,761.4641259517779,-341.3104488171068,4001.0
4002,762.3690347388821,-341.73605437043256,4002.0
4003,763.2743725207591,-342.16074661277503,4003.0
4004,764.1797103026362,-342.5854388551175,4004.0
4005,765.0837584551338,-343.0128694786877,4005.0
4006,765.9886530699793,-343.4385051633097,4006.0
4007,766.8935476848247,-343.86414084793165,4007.0
4008,767.7976603737785,-344.2914349453315,4008.0
4009,768.7017730627323,-344.7187290427313,4009.0
4010,769.6069816702312,-345.1436965437356,4010.0
4011,770.5114971725062,-345.57013728539175,4011.0
4012,771.4160126747812,-345.996578027048,4012.0
4013,772.3211848055206,-346.4216232172721,4013.0
4014,773.225480913234,-346.8485290026327,4014.0
4015,774.1297770209475,-347.27543478799333,4015.0
4016,775.0353444188037,-347.6996372018713,4016.0
4017,775.9407754116719,-348.1241306849233,4017.0
4018,776.8462064045401,-348.5486241679752,4018.0
4019,777.7504104778615,-348.9757248514085,4019.0
4020,778.6555337783107,-349.40087401462534,4020.0
4021,779.5606570787598,-349.82602317784216,4021.0
4022,780.46605151799,-350.2505946199001,4022.0
4023,781.37057057967,-350.6770278116868,4023.0
4024,782.2750896413501,-351.1034610034735,4024.0
4025,783.1805519128859,-351.527887763734,4025.0
4026,784.0850756648645,-351.9543110066589,4026.0
4027,784.989599416843,-352.3807342495838,4027.0
4028,785.8946635405588,-352.80600937460605,4028.0
4029,786.7999778775045,-353.2307515920988,4029.0
4030,787.7052922144501,-353.6554938095915,4030.0
4031,788.6094094234338,-354.08277834291727,4031.0
4032,789.5142179309312,-354.5085970423192,4032.0
4033,790.4190264384285,-354.93441574172107,4033.0
4034,791.3241789139229,-355.35950278704996,4034.0
4035,792.2285168622057,-355.7863199320849,4035.0
4036,793.1328548104884,-356.2131370771198,4036.0
4037,794.0377424892065,-356.63878750752525,4037.0
4038,794.9426301679246,-357.0644379379307,4038.0
4039,795.8482080365142,-357.48861799866046,4039.0
4040,796.7524874720981,-357.91555909808744,4040.0
4041,797.6567669076821,-358.34250019751437,4041.0
4042,798.5619681942887,-358.7674832921496,4042.0
4043,799.4671479500666,-359.19251224378684,4043.0
4044,800.3723277058446,-359.617541195424,4044.0
4045,801.2763941371499,-360.04493315579157,4045.0
4046,802.1809378647694,-360.4713140240587,4046.0
4047,803.0854815923889,-360.89769489232583,4047.0
4048,803.9906088804786,-361.3228355659332,4048.0
4049,804.8959704542171,-361.7474770862744,4049.0
4050,805.8013320279557,-362.17211860661564,4050.0
4051,806.7054243307409,-362.5994558364991,4051.0
4052,807.6095943084185,-363.0266286954993,4052.0
4053,808.5137642860961,-363.4538015544996,4053.0
4054,809.4193086937834,-363.87805304324934,4054.0
4055,810.3239215346802,-364.3042872606517,4055.0
4056,811.2285343755769,-364.730521478054,4056.0
4057,812.1342993702638,-365.154301815493,4057.0
4058,813.0389365847578,-365.5804843000608,4058.0
4059,813.9435737992519,-366.0066667846286,4059.0
4060,814.8491933540481,-366.43075783849645,4060.0
4061,815.7548129088443,-366.8548488923644,4061.0
4062,816.6587866776485,-367.2824368076682,4062.0
4063,817.5640161671312,-367.7073598258387,4063.0
4064,818.4692456566137,-368.1322828440092,4064.0
4065,819.3732875164972,-368.5597267766815,4065.0
4066,820.2784890912149,-368.9847092576482,4066.0
4067,821.1836906659325,-369.40969173861487,4067.0
4068,822.0891509711672,-369.83412269371166,4068.0
4069,822.993653096418,-370.2605918079705,4069.0
4070,823.8981552216688,-370.68706092222936,4070.0
4071,824.8037460720099,-371.11121326724077,4071.0
4072,825.708132179592,-371.5379283576846,4072.0
4073,826.6125182871741,-371.96464344812847,4073.0
4074,827.5179580049626,-372.38911832070767,4074.0
4075,828.4233984787932,-372.81359158058314,4075.0
4076,829.3288389526238,-373.23806484045866,4076.0
4077,830.2329289469436,-373.6654069541927,4077.0
4078,831.1380825828694,-374.0904915285663,4078.0
4079,832.0432362187952,-374.5155761029399,4079.0
4080,832.9486575106358,-374.94009027735774,4080.0
4081,833.8541849828357,-375.36437791221323,4081.0
4082,834.7597124550356,-375.78866554706866,4082.0
4083,835.6631022719691,-376.21748583420623,4083.0
4084,836.5680463508811,-376.64301634315035,4084.0
4085,837.4729904297931,-377.06854685209447,4085.0
4086,838.3785554702431,-377.4927542984161,4086.0
4087,839.2828457218841,-377.919672488222,4087.0
4088,840.1871359735251,-378.34659067802784,4088.0
4089,841.0927006269292,-378.7707989505841,4089.0
4090,841.9982117145996,-379.1951215520395,4090.0
4091,842.9028775021429,-379.6212433806854,4091.0
4092,843.8075432896862,-380.04736520933136,4092.0
4093,844.7131988349574,-380.4713793993292,4093.0
4094,845.618606095007,-380.8959235000414,4094.0
4095,846.5240133550565,-381.3204676007536,4095.0
4096,847.4281758928657,-381.7476562069012,4096.0
4097,848.3330331822254,-382.1733712358732,4097.0
4098,849.2378904715852,-382.5990862648452,4098.0
4099,850.1426120692341,-383.0250895873058,4099.0
4100,851.0466556441562,-383.452529892661,4100.0
4101,851.9506992190783,-383.8799701980162,4101.0
4102,852.8538831741168,-384.3092239031382,4102.0
4103,853.7561596732783,-384.74038178496465,4103.0
4104,854.6584361724397,-385.1715396667911,4104.0
4105,855.5610163974746,-385.6020613705131,4105.0
4106,856.4623709749727,-386.03514326302695,4106.0
4107,857.3637255524708,-386.4682251555408,4107.0
4108,858.2624377087254,-386.9067641620158,4108.0
4109,859.1574272419263,-387.35285130088107,4109.0
4110,860.0524167751271,-387.79893843974634,4110.0
4111,860.9439697712111,-388.2518548284691,4111.0
4112,861.8355227672951,-388.70477121719193,4112.0
4113,862.7273190149747,-389.15720845330816,4113.0
4114,863.6135466289401,-389.62045851131694,4114.0
4115,864.4997742429055,-390.0837085693257,4115.0
4116,865.3732222190974,-390.5706260498973,4116.0
4117,866.2466701952894,-391.05754353046893,4117.0
4118,867.091480489268,-391.5926094770474,4118.0
4119,867.918487704192,-392.1548007847564,4119.0
4120,868.745494919116,-392.7169920924654,4120.0
