,center_x,center_y,distance
0,-516.3907082015985,2351.419261706571,0.0
1,-517.1771089516043,2350.801545056002,0.999999999999943
2,-517.9608441966157,2350.180450002305,1.9999999999998939
3,-518.7428525077117,2349.5571820010596,2.9999999999997797
4,-519.5248608188077,2348.9339139998137,3.99999999999986
5,-520.3010843382962,2348.3034561917148,4.999999999999856
6,-521.0760001167911,2347.671391688488,5.999999999999816
7,-521.850915895286,2347.039327185261,6.999999999999776
8,-522.6221977636401,2346.402833446448,7.999999999999735
9,-523.3936527987564,2345.7665496035024,8.99999999999961
10,-524.1651078338728,2345.1302657605565,9.999999999999773
11,-524.9336998797687,2344.4905265426046,10.999999999999929
12,-525.7004485892447,2343.848579179874,11.999999999999925
13,-526.4671972987207,2343.2066318171433,12.999999999999922
14,-527.2337614711334,2342.5644641057365,13.999999999999982
15,-528.0002138114642,2341.9221629224885,15.000000000000112
16,-528.7636201237243,2341.2762443499105,16.000000000000036
17,-529.5270264359843,2340.6303257773325,16.999999999999872
18,-530.2904155120327,2339.9843868339563,17.99999999999987
19,-531.0510214540733,2339.3351730009763,18.99999999999985
20,-531.811627396114,2338.6859591679963,19.99999999999992
21,-532.5709246747925,2338.035215253241,20.999999999999822
22,-533.3328787008169,2337.3875841373847,21.999999999999783
23,-534.0948327268412,2336.7399530215284,22.999999999999744
24,-534.8576520212042,2336.0933412955696,23.99999999999968
25,-535.6226714461438,2335.4493340910562,24.999999999999737
26,-536.3876908710835,2334.805326886543,25.999999999999794
27,-537.1506508721797,2334.158881191432,26.999999999999748
28,-537.9154893942036,2333.514659152669,27.999999999999652
29,-538.6803279162275,2332.8704371139056,28.99999999999976
30,-539.4447995579127,2332.2257797560333,29.999999999999662
31,-540.2088453347485,2331.5806177214254,30.99999999999968
32,-540.9728911115844,2330.9354556868175,31.999999999999787
33,-541.7326351734224,2330.285233447501,32.99999999999968
34,-542.4909895883771,2329.6333909961995,33.99999999999972
35,-543.249344003332,2328.981548544898,34.99999999999985
36,-544.0045543349762,2328.326066008916,35.99999999999974
37,-544.7597646666204,2327.6705834729337,36.99999999999962
38,-545.5149749982646,2327.0151009369515,37.99999999999951
39,-546.2701853299087,2326.359618400969,38.99999999999961
40,-547.023044106229,2325.701436311485,39.99999999999958
41,-547.7759028825492,2325.043254222001,40.99999999999947
42,-548.5285062245192,2324.384780069391,41.99999999999934
43,-549.277693379907,2323.7224217024914,42.99999999999938
44,-550.0268805352948,2323.0600633355916,43.99999999999951
45,-550.7747370264981,2322.396202907064,44.99999999999939
46,-551.5227165181402,2321.732481067674,45.99999999999951
47,-552.2706960097825,2321.0687592282848,46.99999999999942
48,-553.0159819856201,2320.4020142888817,47.99999999999937
49,-553.7598959923046,2319.733738933464,48.99999999999942
50,-554.5038099989891,2319.065463578046,49.99999999999955
51,-555.2449502643451,2318.3941133661087,50.99999999999967
52,-555.9860905297012,2317.722763154172,51.999999999999574
53,-556.726496985998,2317.050603738948,52.99999999999945
54,-557.4654165378912,2316.3768100792645,53.99999999999948
55,-558.2043360897844,2315.7030164195808,54.99999999999951
56,-558.9453271072797,2315.031501481555,55.99999999999966
57,-559.6828794239174,2314.3562114844262,56.9999999999996
58,-560.4204317405549,2313.6809214872974,57.99999999999947
59,-561.1579977642547,2313.0056464613385,58.99999999999946
60,-561.8940917353086,2312.3287671029757,59.99999999999929
61,-562.6301857063626,2311.6518877446124,60.999999999999424
62,-563.3650275450135,2310.973649237767,61.99999999999934
63,-564.0966762160829,2310.29196733092,62.999999999999226
64,-564.8283248871522,2309.6102854240735,63.99999999999911
65,-565.5597178596914,2308.928329179348,64.99999999999893
66,-566.2868069020434,2308.2417860091896,65.99999999999875
67,-567.0138959443954,2307.5552428390306,66.99999999999888
68,-567.741253246705,2306.8689838829673,67.999999999999
69,-568.4686105490147,2306.1827249269045,68.99999999999882
70,-569.1914389174693,2305.4916973227114,69.99999999999865
71,-569.9119193654234,2304.798222071447,70.99999999999875
72,-570.6323998133776,2304.1047468201828,71.99999999999892
73,-571.3543852814244,2303.412838600887,72.99999999999882
74,-572.0776220103021,2302.722238402507,73.9999999999988
75,-572.80085873918,2302.0316382041274,74.99999999999888
76,-573.5235613490478,2301.340479077956,75.9999999999988
77,-574.2465188794055,2300.649586604919,76.99999999999878
78,-574.969476409763,2299.958694131882,77.99999999999866
79,-575.6920360514534,2299.2673855436233,78.99999999999875
80,-576.4121265317725,2298.5735053665367,79.99999999999869
81,-577.1322170120915,2297.87962518945,80.99999999999856
82,-577.8505072353785,2297.1838815907513,81.99999999999855
83,-578.5687974586655,2296.4881379920525,82.99999999999854
84,-579.2849654353315,2295.7902100378924,83.9999999999986
85,-579.9995373499935,2295.090648047232,84.99999999999865
86,-580.7141092646556,2294.391086056572,85.99999999999879
87,-581.4270327765776,2293.6898442536617,86.99999999999883
88,-582.1358732197043,2292.9844753954126,87.99999999999874
89,-582.844713662831,2292.2791065371634,88.99999999999864
90,-583.551877253061,2291.5720565695847,89.99999999999865
91,-584.2578086988173,2290.863776403342,90.99999999999883
92,-584.9637401445735,2290.1554962370997,91.9999999999987
93,-585.6670000335668,2289.444563379135,92.99999999999888
94,-586.3706827770443,2288.7340490608194,93.99999999999876
95,-587.0743655205217,2288.023534742503,94.99999999999889
96,-587.7778029734877,2287.3127775759795,95.99999999999898
97,-588.4794402354802,2286.600243259203,96.99999999999906
98,-589.1810774974728,2285.8877089424273,97.9999999999989
99,-589.8827802513676,2285.17523912189,98.99999999999882
100,-590.5844830052625,2284.462769301353,99.99999999999874
