time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.identifier.data,.size.data,.TimeStamp.data,PosLocalX,PosLocalY,Height,GPS_Speed,AccelX,AccelY,AccelZ,PedalPosAcc,PedalPosBrk,AngleSteer,carPositionNormalized,TimeStamp
2020/07/16/13:53:49.166016,47,1594875229,165749073,,,0,1594875264,-614.4031372,-227.2396545,-81.62146759,83.90665436,0.134655967,-0.0290788524,0.482803941,0.54549998,0,-24.43740082,0.184177846,1594875229.16575
2020/07/16/13:53:49.266008,48,1594875229,265734672,,,0,1594875264,-615.3612671,-225.8579102,-81.61426544,84.19895935,0.0697020441,0.00140549871,0.463246226,0.548449993,0,-24.33600044,0.184520751,1594875229.26573
2020/07/16/13:53:49.366020,49,1594875229,365743398,,,0,1594875264,-616.5349731,-224.1049042,-81.60496521,84.54607391,0.0934333652,-0.00931302737,0.52165699,0.548449993,0,-23.7276001,0.184951141,1594875229.36574
2020/07/16/13:53:49.466149,50,1594875229,465785264,,,0,1594875264,-618.1690674,-221.5424347,-81.58875275,85.0572052,0.0894614905,0.00588208297,0.488736153,0.552600026,0,-23.82899857,0.185570136,1594875229.46579
2020/07/16/13:53:49.566121,51,1594875229,565775156,,,0,1594875264,-618.5777588,-220.877594,-81.58448791,85.18464661,0.139824703,-0.0229024254,0.474282205,0.553550005,0,-23.7276001,0.185730413,1594875229.56578
2020/07/16/13:53:49.666129,52,1594875229,665785789,,,0,1594875264,-620.2459717,-218.0577393,-81.56809998,85.7219162,0.161982313,-0.00626845844,0.466597319,0.556500018,0,-22.916399,0.18639788,1594875229.66579
2020/07/16/13:53:49.766095,53,1594875229,765781402,,,0,1594875264,-621.5730591,-215.681366,-81.55317688,86.15776062,0.128578171,-0.0417812318,0.466268599,0.558449984,0,-22.40939903,0.186956897,1594875229.76578
2020/07/16/13:53:49.866129,54,1594875229,865782976,,,0,1594875264,-622.2531128,-214.414032,-81.54550934,86.40433502,0.128414333,-0.0231499318,0.466993809,0.563600004,0,-22.20660019,0.187251315,1594875229.86578
2020/07/16/13:53:49.966125,55,1594875229,965784549,,,0,1594875264,-623.6404419,-211.7164307,-81.53116608,86.90679932,0.086202994,-0.0403565019,0.49096173,0.58069998,0,-21.49679947,0.187871933,1594875229.96578
2020/07/16/13:53:50.066122,56,1594875230,65797090,,,0,1594875264,-624.8463745,-209.2337189,-81.51742554,87.38778687,0.136243835,0.0287939198,0.461748123,0.60194999,0,-20.27999878,0.18843843,1594875230.06580
2020/07/16/13:53:50.166111,57,1594875230,165769100,,,0,1594875264,-625.1866455,-208.5076447,-81.51290894,87.53085327,0.141299114,0.0292092469,0.424764037,0.607550025,0,-19.87440109,0.188601837,1594875230.16577
2020/07/16/13:53:50.266083,58,1594875230,265793561,,,0,1594875264,-626.5689087,-205.4360046,-81.49214172,88.17216492,0.145109802,-0.0214675367,0.396448582,0.628600001,0,-18.15059853,0.189294711,1594875230.26579
2020/07/16/13:53:50.366123,59,1594875230,365782260,,,0,1594875264,-627.663147,-202.8569183,-81.47432709,88.73657227,0.167651802,-0.0487286523,0.363505304,0.646399975,0,-16.42679977,0.189868286,1594875230.36578
2020/07/16/13:53:50.466065,60,1594875230,465774297,,,0,1594875264,-628.4992676,-200.7951202,-81.46196747,89.21235657,0.152712286,-0.0123601547,0.326466411,0.657400012,0,-14.70299912,0.190324292,1594875230.46577
2020/07/16/13:53:50.566128,61,1594875230,565784692,,,0,1594875264,-629.6322632,-197.8721313,-81.44779205,89.8862381,0.162232503,-0.0586211085,0.315529048,0.675499976,0,-10.24139977,0.190967858,1594875230.56578
2020/07/16/13:53:50.666111,62,1594875230,665767192,,,0,1594875264,-629.9225464,-197.0998077,-81.44481659,90.08216095,0.195153758,-0.0247670952,0.28426671,0.680649996,0,-9.227399826,0.191138476,1594875230.66577
2020/07/16/13:53:50.766131,63,1594875230,765789985,,,0,1594875264,-631.0878906,-193.9124756,-81.4356308,90.86986542,0.192593649,-0.0448819734,0.187341094,0.702399969,0,-3.346199989,0.191835999,1594875230.76579
2020/07/16/13:53:50.866065,64,1594875230,865779399,,,0,1594875264,-632.0519409,-191.1905823,-81.42991638,91.38973999,0.121606067,-0.0129355984,0.103875965,0.735100031,0,0.659099996,0.192428276,1594875230.86578
2020/07/16/13:53:50.966111,65,1594875230,965786457,,,0,1594875264,-632.7804565,-189.1026154,-81.42602539,91.58748627,0.0564368069,0.0339367352,0.0547758862,0.750249982,0,1.825199962,0.192885548,1594875230.96579
2020/07/16/13:53:51.066157,66,1594875231,65819025,,,0,1594875264,-633.9315186,-185.7829285,-81.42037964,91.67680359,-0.00215767417,-0.0446324199,-0.0157495458,0.767849982,0,1.977299929,0.193611637,1594875231.06582
2020/07/16/13:53:51.166031,67,1594875231,165733814,,,0,1594875264,-634.381958,-184.4835205,-81.41807556,91.67982483,-0.0238126032,0.0276619662,-0.0163334683,0.766900003,0,2.33220005,0.193898991,1594875231.16573
2020/07/16/13:53:51.266046,68,1594875231,265751123,,,0,1594875264,-635.3102417,-181.8135681,-81.41230011,91.67178345,0.0406359583,-0.0386111997,-0.0745618567,0.624650002,0,4.562999725,0.194481865,1594875231.26575
2020/07/16/13:53:51.366050,69,1594875231,365763425,,,0,1594875264,-636.2455444,-179.1471863,-81.40700531,91.55721283,-0.0497647971,-0.0235099997,-0.0644992515,0,0,5.019299984,0.195067495,1594875231.36576
2020/07/16/13:53:51.466023,70,1594875231,465754508,,,0,1594875264,-637.3146973,-176.136795,-81.40185547,91.15273285,-0.0528552458,-0.0179862436,-0.0723222494,0,0,3.092700005,0.195731029,1594875231.46575
2020/07/16/13:53:51.566053,71,1594875231,565755844,,,0,1594875264,-637.6987915,-175.0645142,-81.40042114,91.09646606,-0.0542672649,-0.00420917477,-0.0803125054,0,0,2.534999847,0.195967957,1594875231.56576
2020/07/16/13:53:51.666056,72,1594875231,665759801,,,0,1594875264,-638.8589478,-171.8551178,-81.39543915,90.92314911,-0.0213186312,0.026947083,-0.0796235576,0.458499998,0,1.166100025,0.196672499,1594875231.66576
2020/07/16/13:53:51.766086,73,1594875231,765763759,,,0,1594875264,-639.8236084,-169.2144623,-81.39022827,91.74597931,0.245566905,-0.00768059865,-0.0555965453,1,0,1.622399926,0.197257549,1594875231.76576
2020/07/16/13:53:51.866087,74,1594875231,865742444,,,0,1594875264,-640.1405029,-168.3515778,-81.38851166,92.02903748,0.259898335,0.0279088933,-0.0700226873,1,0,1.774499893,0.197446227,1594875231.86574
2020/07/16/13:53:51.966109,75,1594875231,965760231,,,0,1594875264,-641.3164673,-165.164505,-81.38115692,93.21540833,0.236946061,0.0161491148,-0.00933559984,1,0,1.216799974,0.198159963,1594875231.96576
2020/07/16/13:53:52.066134,76,1594875232,65777778,,,0,1594875264,-642.3497314,-162.3789063,-81.37295532,94.35102844,0.275729299,0.0313503481,-0.0696645826,1,0,0.45629999,0.198779225,1594875232.06578
2020/07/16/13:53:52.166093,77,1594875232,165758609,,,0,1594875264,-643.1765747,-160.1561127,-81.36501312,95.29227448,0.330845267,-0.0205936935,-0.00100532174,1,0,0.506999969,0.199274823,1594875232.16576
2020/07/16/13:53:52.266069,78,1594875232,265756130,,,0,1594875264,-644.4348755,-156.7803802,-81.35443115,96.75164032,0.252081782,0.0461900383,0.024073042,1,0,0.861899972,0.200020865,1594875232.26576
2020/07/16/13:53:52.366012,79,1594875232,365732908,,,0,1594875264,-645.1716309,-154.807251,-81.34819031,97.57789612,0.300021559,-0.000738987757,-0.0452219099,1,0,1.419599891,0.200465634,1594875232.36573
2020/07/16/13:53:52.466057,80,1594875232,465760469,,,0,1594875264,-645.9160156,-152.8177185,-81.34172058,98.40159607,0.280194759,0.0263601467,-0.005439125,1,0,1.825199962,0.200904563,1594875232.46576
2020/07/16/13:53:52.566054,81,1594875232,565759658,,,0,1594875264,-647.2225952,-149.3372498,-81.3299408,99.74023438,0.255332321,-0.0591119044,-0.0427042991,0.808200002,0,1.368899941,0.201677844,1594875232.56576
2020/07/16/13:53:52.666038,82,1594875232,665745258,,,0,1594875264,-647.6628418,-148.1681061,-81.32655334,100.0671158,0.186791494,0.0103260456,0.00881705433,0.658399999,0,0.912599981,0.201935917,1594875232.66575
2020/07/16/13:53:52.766036,83,1594875232,765761852,,,0,1594875264,-649.0217896,-144.5680542,-81.31523132,100.5976486,0.0970322862,-0.00960580911,-0.0152610503,0.479000002,0,0.253499985,0.202730477,1594875232.76576
