,time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.identifier.data,.size.data,.TimeStamp.data,PosLocalX,PosLocalY,Height,GPS_Speed,AccelX,AccelY,AccelZ,PedalPosAcc,PedalPosBrk,AngleSteer,carPositionNormalized,TimeStamp,lateralOffset
80,2020/06/24/22:54:12.043499,38889,1593006852,43139696,,,0,1593006848,-65.75853729,-421.63552860000004,-83.0917511,138.82218930000002,0.148010895,0.12126917400000001,0.13168928,1.0,0.0,-4.25880003,0.0566717722,1593006852.04314,4.794339955119634
81,2020/06/24/22:54:12.143509,38890,1593006852,143152952,,,0,1593006848,-68.17651367,-421.9065552,-83.07514954,139.21675109999998,0.168885812,0.136136457,0.14139837,1.0,0.0,-4.968600273,0.0571720228,1593006852.14315,4.744107574731279
82,2020/06/24/22:54:12.243516,38891,1593006852,243159294,,,0,1593006848,-73.15063477,-422.4461365,-83.03575134,139.99331669999998,0.17728444899999998,0.0140849464,0.170347735,1.0,0.0,-4.7657999989999995,0.058200746799999994,1593006852.24316,4.629407876843247
83,2020/06/24/22:54:12.343499,38892,1593006852,343142747,,,0,1593006848,-75.94033051,-422.7373352,-83.0111618,140.43573,0.194914237,-0.050238609299999994,0.162732273,1.0,0.0,-5.678399562999999,0.058777607999999995,1593006852.3431401,4.562903743369901
84,2020/06/24/22:54:12.443473,38893,1593006852,443116188,,,0,1593006848,-80.37700653,-423.1809081999999,-82.97288513,141.12463380000003,0.163027525,-0.0387426093,0.217997715,1.0,0.0,-7.402199745,0.0596945845,1593006852.44312,4.467819708458287
85,2020/06/24/22:54:12.543535,38894,1593006852,543164491,,,0,1593006848,-85.19103241,-423.6313782,-82.93703461,141.8452301,0.165793672,-0.0727891251,0.224748313,1.0,0.0,-7.503600121,0.060688376399999994,1593006852.54316,4.385488519040535
86,2020/06/24/22:54:12.643498,38895,1593006852,643164634,,,0,1593006848,-88.84952545,-423.94854739999994,-82.91062927,142.3978119,0.154705524,0.0159139987,0.307650656,1.0,0.0,-7.199399948,0.0614449419,1593006852.6431599,4.337391700143866
87,2020/06/24/22:54:12.743468,38896,1593006852,743154525,,,0,1593006848,-92.88014984,-424.27023319999995,-82.87953186,142.9877319,0.180825233,0.0393206403,0.320101708,1.0,0.0,-8.314800262,0.062275283,1593006852.74315,4.299251347816
88,2020/06/24/22:54:12.843520,38897,1593006852,843157052,,,0,1593006848,-96.45223236,-424.5299683,-82.85270691,143.4993896,0.194345847,0.00166118611,0.340592057,1.0,0.0,-9.328800201,0.0630116686,1593006852.84316,4.276716909907903
89,2020/06/24/22:54:12.943529,38898,1593006852,943161249,,,0,1593006848,-98.96128845,-424.6974487,-82.83517456,143.84793090000002,0.159678593,0.00175554538,0.333927631,1.0,0.0,-8.213399887000001,0.0635289699,1593006852.94316,4.26748011367682
90,2020/06/24/22:54:13.043505,38899,1593006853,43164014,,,0,1593006848,-103.87990570000001,-424.98947139999996,-82.80010986,144.5320587,0.15303534300000002,-0.020189663400000002,0.284776658,1.0,0.0,-4.055999756,0.0645417646,1593006853.04316,4.259850807118656
91,2020/06/24/22:54:13.143477,38900,1593006853,143150568,,,0,1593006848,-107.61600490000001,-425.18151860000006,-82.77324677,145.04975890000003,0.154420301,-0.051292795700000005,0.273830235,1.0,0.0,-5.171399593,0.0653106868,1593006853.14315,4.254615919886514
92,2020/06/24/22:54:13.243520,38901,1593006853,243163347,,,0,1593006848,-112.70106509999998,-425.4038086,-82.73949432,145.7605896,0.158162162,0.0870836377,0.271403402,1.0,0.0,-5.272799968999999,0.0663570911,1593006853.24316,4.243959310637022
93,2020/06/24/22:54:13.343461,38902,1593006853,343129873,,,0,1593006848,-117.3241196,-425.5698853,-82.70536804,146.3761749,0.141637862,0.0263743363,0.24708131,1.0,0.0,-5.069999695,0.067308329,1593006853.34313,4.209414261118269
94,2020/06/24/22:54:13.443413,38903,1593006853,443122625,,,0,1593006848,-120.7439499,-425.67297360000003,-82.68003845,146.8471375,0.181286439,-0.0708186254,0.239132345,1.0,0.0,-5.8811998370000005,0.0680118799,1593006853.44312,4.160252726577741
95,2020/06/24/22:54:13.543444,38904,1593006853,543133974,,,0,1593006848,-124.0524597,-425.75732419999997,-82.66028595,147.2922668,0.16185623400000002,-0.030370572599999996,0.229711682,1.0,0.0,-6.185400008999999,0.0686926097,1593006853.5431302,4.097549580667792
96,2020/06/24/22:54:13.643451,38905,1593006853,643137454,,,0,1593006848,-128.2334137,-425.8424377,-82.63725281,147.8506622,0.142751917,0.00271427678,0.21037288,1.0,0.0,-5.171399593,0.0695523471,1593006853.64314,4.002264185243642
97,2020/06/24/22:54:13.743453,38906,1593006853,743146181,,,0,1593006848,-132.9253845,-425.91033939999994,-82.61181641,148.47480769999999,0.175838768,-0.050194215,0.229690045,1.0,0.0,-5.069999695,0.07051724200000001,1593006853.74315,3.8760602495143246
98,2020/06/24/22:54:13.843421,38907,1593006853,843130111,,,0,1593006848,-136.76788330000002,-425.944519,-82.59279633,148.97271730000003,0.147100404,0.0507326387,0.223993704,1.0,0.0,-4.867199898,0.07130742820000001,1593006853.84313,3.76257960567256
99,2020/06/24/22:54:13.943436,38908,1593006853,943145275,,,0,1593006848,-141.4955292,-425.95867919999995,-82.56446075,149.57814030000003,0.13645114,0.014277502,0.245713696,1.0,0.0,-6.084000111,0.07227922980000001,1593006853.94315,3.6164923096317776
100,2020/06/24/22:54:14.043531,38909,1593006854,43178796,,,0,1593006848,-143.24215700000002,-425.95614620000003,-82.55330658,149.8027954,0.147373706,0.0133800562,0.258672923,1.0,0.0,-7.706399441,0.0726385191,1593006854.04318,3.560402807483912
101,2020/06/24/22:54:14.143448,38910,1593006854,143154144,,,0,1593006848,-149.7519073,-425.9089966,-82.51875305,150.6190796,0.148716643,-0.23360075100000002,0.258403718,1.0,0.0,-9.63299942,0.07397650929999999,1593006854.14315,3.323107512612351
102,2020/06/24/22:54:14.243448,38911,1593006854,243141889,,,0,1593006848,-153.1460419,-425.86007689999997,-82.51558685,151.0676117,0.158002555,-0.0420300215,0.325878829,1.0,0.0,-9.328800201,0.0746744424,1593006854.24314,3.205386943747536
103,2020/06/24/22:54:14.343446,38912,1593006854,343141317,,,0,1593006848,-157.6858673,-425.762146,-82.51198578,151.6152802,0.15648444,0.120268852,0.291230321,1.0,0.0,-0.811199963,0.07560881230000001,1593006854.3431401,3.0716600227960518
