,center_x,center_y,distance,distance_normalized,unknown_0,speed,accel,unknown_3,yawrate,radius,off_left,off_right,unknown_8,unknown_9,gravity_x,gravity_z,gravity_y,unknown_13,vector_1,vector_2,vector_3,unknown_17,psi,theta,phi,inner_x,inner_y,outer_x,outer_y
188,-352.8737487792969,9.409043312072754,298.4452819824219,0.05742122791604438,0.029962627217173576,37.37289810180664,0.0,0.0,0.017899449914693832,37004.93359375,7.161921501159668,6.407181262969971,-0.00019232428167015314,-1.0,0.03221568837761879,0.9994805455207825,0.0009040911099873483,1.6460375785827637,-0.9970909357070923,0.029584459960460663,-0.07024578750133514,0.0,-3.071258130677341,0.00090456111160104,0.032232431658619935,-352.42347420359573,3.017703503939358,-353.37706389288314,16.55325729859421
189,-354.5106201171875,9.293651580810547,300.0869445800781,0.057737085756232376,0.029597412794828415,37.261898040771484,0.0,0.0,-0.00661163404583931,12104.9609375,7.0601115226745605,6.492533206939697,-0.0023465105332434177,-1.0,0.03023051656782627,0.999535083770752,0.003982520196586847,1.640933632850647,-0.9970888495445251,0.029549285769462585,-0.07029007375240326,0.0,-3.0712137879508865,0.003984383138280674,0.030244577762874987,-354.0540601172128,2.817191096129287,-355.0070926670957,16.336285301215838
190,-356.14312744140625,9.178345680236816,301.72418212890625,0.05805209221175243,0.029562193900346756,37.17244338989258,0.2800000011920929,0.0,-0.0030290670692920685,29540.068359375,6.959626197814941,6.576775550842285,0.0017409268766641617,1.0,0.02727896347641945,0.9996218681335449,0.0034760450944304466,1.636574387550354,-0.9970953464508057,0.029002884402871132,-0.07042600959539413,0.0,-3.0710785886272656,0.0034773670031522136,0.02728928242371655,-355.6797564839306,2.617913986977223,-356.63347238780494,16.12067660341048
191,-357.7724609375,9.0633544921875,303.3581237792969,0.058366464532485327,0.029015088453888893,37.10736083984375,0.699999988079071,0.0,0.019943013787269592,4756.2412109375,6.860255718231201,6.658195495605469,0.0016808408545330167,1.0,0.024318354204297066,0.9997022747993469,0.0019914458971470594,1.633386254310608,-0.997165858745575,0.026597822085022926,-0.07037557661533356,0.0,-3.0711338838310933,0.0019920402948282344,0.02432559654741015,-357.30372073744314,2.4216792605496575,-358.25542627547,15.9065885961652
192,-359.3992919921875,8.949100494384766,304.98944091796875,0.058680331894035855,0.02660723589360714,37.04606628417969,0.699999988079071,0.0,0.0656527578830719,2078.24072265625,6.7596540451049805,6.740081787109375,0.004445673432201147,1.0,0.023948783054947853,0.9996991157531738,0.0053021288476884365,1.63083815574646,-0.997246503829956,0.024373218417167664,-0.07003763318061829,0.0,-3.071476768098854,0.005303749520384235,0.023955991035267472,-358.9270923190486,2.225579841809135,-359.8728628673563,15.692145313729807
193,-361.0233459472656,8.836319923400879,306.61785888671875,0.05899364145183843,0.024380462244153023,36.98146057128906,0.699999988079071,0.0,0.08300238847732544,1591.5955810546875,6.661804676055908,6.821557521820068,0.006376648787409067,1.0,0.024942347779870033,0.9996440410614014,0.009476037696003914,1.6279652118682861,-0.9973175525665283,0.023684581741690636,-0.06925757974386215,0.0,-3.0722601022915925,0.009479553951981719,0.024951229393001498,-360.55076878617,2.0311514574251284,-361.4848559076396,15.482119356004603
194,-362.6448669433594,8.72537899017334,308.24365234375,0.05930644605045863,0.02369122952222824,36.922264099121094,0.0,0.0,0.09917636215686798,1552.782470703125,6.5652337074279785,6.902637958526611,0.006425127387046814,1.0,0.022864660248160362,0.9996957778930664,0.00925170723348856,1.6253117322921753,-0.9973731637001038,0.024296587333083153,-0.06823809444904327,0.0,-3.073281292451011,0.009254654771397617,0.02287161830006859,-362.17370499021916,1.8388401497684201,-363.09299827445324,15.275300512087977
195,-364.267333984375,8.616080284118652,309.8702697753906,0.05961940918277562,0.02430376224219799,36.9481201171875,0.0,0.0,0.08291386067867279,1483.781005859375,6.469664573669434,6.983182907104492,0.008174391463398933,1.0,0.024033714085817337,0.9996529817581177,0.010790619999170303,1.6261444091796875,-0.9974358081817627,0.024634545668959618,-0.06719300895929337,0.0,-3.074328534505216,0.010794575475605936,0.024042057118209732,-363.79797046085343,1.6486889934802562,-364.70218219051475,15.07111450040367
196,-365.886474609375,8.508784294128418,311.4933776855469,0.05993169707897666,0.02464202232658863,36.83716583251953,0.0,0.0,0.11616919189691544,1202.628662109375,6.375387668609619,7.0617547035217285,0.008949832059442997,1.0,0.021231571212410927,0.9997097849845886,0.011378500610589981,1.6226918697357178,-0.9975399971008301,0.02332637645304203,-0.0661042258143425,0.0,-3.075422156217203,0.011382049538772478,0.021237734721920552,-365.4195357138271,1.4624840194782003,-366.308029393087,14.870219626613462
197,-367.5006408691406,8.403998374938965,313.111328125,0.06024299267166817,0.02333272621035576,36.71405029296875,0.0,0.0,0.11699000746011734,1167.2198486328125,6.281264781951904,7.139914035797119,0.009683304466307163,1.0,0.02011869102716446,0.9997286200523376,0.011740029789507389,1.6175638437271118,-0.9976605176925659,0.021886834874749184,-0.06476456671953201,0.0,-3.0767671752036563,0.011743486584185347,0.020124152318567422,-367.0381166325816,1.2790812688128739,-367.9075417342395,14.672069764686459
198,-369.10931396484375,8.301799774169922,314.7236022949219,0.06055319614333735,0.02189207822084427,36.58468246459961,0.0,0.0,0.11828078329563141,1215.6771240234375,6.184751033782959,7.2185468673706055,0.010724448598921299,1.0,0.019673053175210953,0.9997431635856628,0.011249148286879063,1.611916184425354,-0.997763454914093,0.02121676504611969,-0.0633876621723175,0.0,-3.0781481671942528,0.011252275667249971,0.019678107229712773,-368.65164414621194,1.0977760919809523,-369.5014391301882,14.47410754392533
199,-370.7125549316406,8.202073097229004,316.33026123046875,0.060862319237221005,0.021221540868282318,36.4619026184082,0.0,0.0,0.11015497893095016,1340.165771484375,6.0902276039123535,7.297495365142822,0.012547152116894722,1.0,0.02204199507832527,0.9996565580368042,0.014176384545862675,1.6063395738601685,-0.9978512525558472,0.020982464775443077,-0.06206951290369034,0.0,-3.079469522265599,0.014181730354224348,0.022049567825186772,-370.2595032091632,0.9186547554720761,-371.09065563169884,14.280552522880743
