,time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.identifier.data,.size.data,.TimeStamp.data,PosLocalX,PosLocalY,Height,GPS_Speed,AccelX,AccelY,AccelZ,PedalPosAcc,PedalPosBrk,AngleSteer,carPositionNormalized,TimeStamp
28370,2020/07/21/19:38:07.062259,28371,1595327887,61970233,,,0,1595327872,-1355.653809,2312.668701,97.47402191,94.04811096,-0.0470127761,0.743660867,-0.651223481,0.0,0.0,55.56719971,0.0498984084,1595327887.06197
28371,2020/07/21/19:38:07.162263,28372,1595327887,161969900,,,0,1595327872,-1358.074341,2312.655518,97.45387268,93.21652985,-0.293182522,0.14156465199999999,-0.6560805439999999,0.0,0.0,56.07419586,0.0500163138,1595327887.16197
28372,2020/07/21/19:38:07.262264,28373,1595327887,261960983,,,0,1595327872,-1360.076782,2312.587158,97.4506073,91.93904877,-0.0985501409,0.380708605,-1.0981098409999999,0.0,0.0,54.04619598,0.050113033499999994,1595327887.26196
28373,2020/07/21/19:38:07.362255,28374,1595327887,361969947,,,0,1595327872,-1363.330322,2312.345459,97.49452972,90.38227081,-0.0340137035,-0.17810848399999998,-0.7308044429999999,0.0,0.0,56.88539886,0.0502696745,1595327887.36197
28374,2020/07/21/19:38:07.462086,28375,1595327887,461966753,,,0,1595327872,-1365.9338380000002,2312.063965,97.52142334,89.33426666,-0.0552735925,-0.458627999,-0.7434794309999999,0.0,0.0,61.24559784,0.0503933802,1595327887.4619699
28375,2020/07/21/19:38:07.562305,28376,1595327887,561969041,,,0,1595327872,-1368.199707,2311.750732,97.51821899,87.78593445,-0.207749575,0.321554214,-1.134759903,0.0,0.0,62.36099625,0.0504998304,1595327887.56197
28376,2020/07/21/19:38:07.662250,28377,1595327887,661968231,,,0,1595327872,-1370.687134,2311.288818,97.53812408,85.91921997,-0.144048542,0.24856022,-1.295301676,0.0,0.0,63.93270111,0.050618030099999996,1595327887.66197
28377,2020/07/21/19:38:07.762239,28378,1595327887,761958837,,,0,1595327872,-1372.82666,2310.783203,97.57983398,84.51831818,-0.160543084,0.031295869500000004,-1.076127291,0.0,0.0,69.50969696,0.0507204495,1595327887.76196
28378,2020/07/21/19:38:07.862286,28379,1595327887,861952543,,,0,1595327872,-1375.1757810000001,2310.121338,97.63425446,82.97947693,-0.276628673,0.011056683999999999,-1.058146358,0.0,0.0,69.61109924,0.050834994800000005,1595327887.86195
28379,2020/07/21/19:38:07.962222,28380,1595327887,962077140,,,0,1595327872,-1377.195557,2309.459229,97.67884827,81.81501007,-0.0106888115,-0.107847229,-1.033133268,0.387950003,0.0,70.62509918,0.0509332642,1595327887.96208
28380,2020/07/21/19:38:08.062155,28381,1595327888,62020778,,,0,1595327872,-1378.975952,2308.8017579999996,97.7099762,81.02275848,-0.0243461728,-0.11110881,-1.007864237,0.65595001,0.0,73.05870056,0.0510210879,1595327888.0620198
28381,2020/07/21/19:38:08.161980,28382,1595327888,161876201,,,0,1595327872,-1381.572388,2307.704102,97.7437973,80.29248047,0.24132013300000002,0.10544980300000001,-1.1108455659999998,1.0,0.0,75.49230194,0.051151208600000005,1595327888.16188
28382,2020/07/21/19:38:08.262240,28383,1595327888,261947870,,,0,1595327872,-1383.436035,2306.80249,97.76993561,80.13980103,0.0732362568,0.08300822969999999,-1.0712889429999999,1.0,0.0,76.30349731,0.051247451500000006,1595327888.26195
28383,2020/07/21/19:38:08.362229,28384,1595327888,361951589,,,0,1595327872,-1385.682007,2305.605957,97.78941345,80.66173553,0.159981072,-0.106138632,-0.887559772,1.0,0.0,75.79650116,0.051365923099999995,1595327888.36195
28384,2020/07/21/19:38:08.462069,28385,1595327888,461950778,,,0,1595327872,-1387.430664,2304.587158,97.80519867,81.14061737,0.238017946,0.377978861,-1.057085991,1.0,0.0,77.52029419,0.0514588133,1595327888.46195
28385,2020/07/21/19:38:08.562054,28386,1595327888,561960220,,,0,1595327872,-1389.204102,2303.460205,97.85151672,81.61641693,0.22230245199999998,0.21475178,-0.782051563,1.0,0.0,79.85250092,0.0515545309,1595327888.56196
28386,2020/07/21/19:38:08.662238,28387,1595327888,661960601,,,0,1595327872,-1391.182251,2302.119141,97.91500092,82.2374115,0.172433361,-0.456508607,-0.287997782,1.0,0.0,81.77909088,0.051664948499999995,1595327888.66196
28387,2020/07/21/19:38:08.762238,28388,1595327888,761962890,,,0,1595327872,-1393.1525880000002,2300.729004,97.93608856,82.51415253,-1.283616066,0.482692361,-5.124694824,1.0,0.0,80.56229401,0.051778182400000004,1595327888.76196
28388,2020/07/21/19:38:08.862281,28389,1595327888,861948251,,,0,1595327872,-1394.932739,2299.165771,97.95475769,80.48257446,0.230335072,-0.0298605151,-0.547592402,1.0,0.0,85.22669983,0.051886089100000005,1595327888.86195
28389,2020/07/21/19:38:08.962310,28390,1595327888,961981773,,,0,1595327872,-1396.411743,2297.705566,97.9799881,80.22955322,0.0467624515,-0.36882519700000005,-0.37280890299999997,1.0,0.0,89.89109802,0.0519829318,1595327888.96198
28390,2020/07/21/19:38:09.062064,28391,1595327889,61965465,,,0,1595327872,-1397.834595,2296.185059,97.97852325,80.96817779999999,0.30076494800000003,-0.42568355799999996,-0.327704102,1.0,0.0,88.26869965,0.0520795472,1595327889.06197
28391,2020/07/21/19:38:09.162388,28392,1595327889,161980867,,,0,1595327872,-1399.481812,2294.3701170000004,97.93430328,82.40879059,0.426637411,0.122901104,-0.625261486,1.0,0.0,75.18809509,0.052194315899999996,1595327889.1619802
28392,2020/07/21/19:38:09.262098,28393,1595327889,261981964,,,0,1595327872,-1400.700806,2292.955811,97.90431976,83.4666748,0.227827638,0.8254196640000001,-1.117827654,1.0,0.0,44.61600113,0.0522810183,1595327889.26198
28393,2020/07/21/19:38:09.362083,28394,1595327889,361951589,,,0,1595327872,-1402.407227,2290.832275,97.90527344,84.30375671,0.140622661,-0.00039857591,-0.5664994720000001,1.0,0.0,-2.534999847,0.0524080098,1595327889.36195
28394,2020/07/21/19:38:09.462042,28395,1595327889,461950540,,,0,1595327872,-1403.604248,2289.263184,97.91103363,84.72637177,0.13693602400000002,-0.6948611140000001,-0.15431167199999998,1.0,0.0,2.687099934,0.0525015593,1595327889.46195
28395,2020/07/21/19:38:09.562226,28396,1595327889,561943531,,,0,1595327872,-1405.221558,2287.095947,97.86025238,86.17195892,0.44967806299999996,-0.312710375,-0.356314927,1.0,0.0,22.71359825,0.052628792800000004,1595327889.56194
28396,2020/07/21/19:38:09.662050,28397,1595327889,661957025,,,0,1595327872,-1406.538208,2285.276611,97.78935242,87.56002045,0.448543966,0.21838644100000001,-0.49618914700000005,1.0,0.0,26.36399841,0.0527334698,1595327889.66196
28397,2020/07/21/19:38:09.762293,28398,1595327889,761986255,,,0,1595327872,-1408.1723630000001,2282.918213,97.71820068,88.96743011,0.277938813,-0.0065131411,-0.302185059,1.0,0.0,25.75559998,0.0528686233,1595327889.76199
28398,2020/07/21/19:38:09.862239,28399,1595327889,861949443,,,0,1595327872,-1409.288696,2281.242432,97.68047333,89.90679932,0.539652765,-0.182864547,-0.39851704200000004,1.0,0.0,22.61219978,0.0529641844,1595327889.86195
28399,2020/07/21/19:38:09.962152,28400,1595327889,962021350,,,0,1595327872,-1410.5584720000002,2279.277832,97.63816834,90.98409271,0.147710949,-0.321002334,-0.19564214300000002,1.0,0.0,15.51419926,0.053074073,1595327889.96202
28400,2020/07/21/19:38:10.062298,28401,1595327890,61988353,,,0,1595327872,-1411.699341,2277.470703,97.59094238,92.09873962,0.390367389,-0.00137538277,-0.391894907,1.0,0.0,13.48619938,0.0531758443,1595327890.06199
28401,2020/07/21/19:38:10.162124,28402,1595327890,162019491,,,0,1595327872,-1413.434448,2274.630371,97.51386261,93.61449432,0.272379041,0.022269465,-0.401290745,1.0,0.0,18.55619812,0.0533341542,1595327890.16202
28402,2020/07/21/19:38:10.262316,28403,1595327890,261975526,,,0,1595327872,-1414.783447,2272.326172,97.45520782,94.80516815,0.35932838899999997,0.0575086996,-0.5361315010000001,1.0,0.0,17.33939934,0.0534605347,1595327890.26198
28403,2020/07/21/19:38:10.362255,28404,1595327890,361959218,,,0,1595327872,-1416.109985,2269.970703,97.40361786,95.95252228,0.40012633799999997,0.0689905807,-0.401849866,1.0,0.0,17.23799896,0.0535886995,1595327890.36196
28404,2020/07/21/19:38:10.462281,28405,1595327890,461981534,,,0,1595327872,-1417.147583,2268.064941,97.36854553,96.84474945,0.342526615,0.123946205,-0.42088180799999997,1.0,0.0,17.13659859,0.0536923669,1595327890.46198
28405,2020/07/21/19:38:10.562078,28406,1595327890,561978101,,,0,1595327872,-1418.5839839999999,2265.331055,97.33105469,98.09695435,0.43083226700000005,0.161292136,-0.43179756399999997,1.0,0.0,15.51419926,0.053840134299999995,1595327890.56198
28406,2020/07/21/19:38:10.662276,28407,1595327890,661969900,,,0,1595327872,-1419.844971,2262.835693,97.31065369,99.18141174,0.383034915,0.155404732,-0.318590969,1.0,0.0,17.23799896,0.053973611399999996,1595327890.66197
28407,2020/07/21/19:38:10.762289,28408,1595327890,761972904,,,0,1595327872,-1421.1170650000001,2260.21875,97.30267334,100.2438889,0.19868038600000001,0.289395213,-0.405839533,1.0,0.0,15.51419926,0.054112739900000005,1595327890.7619698
28408,2020/07/21/19:38:10.862272,28409,1595327890,861980199,,,0,1595327872,-1422.432495,2257.401611,97.31270599,101.38041690000001,0.288642228,0.07023645190000001,-0.381976098,1.0,0.0,14.09459972,0.0542611368,1595327890.86198
28409,2020/07/21/19:38:10.962309,28410,1595327890,961973667,,,0,1595327872,-1423.4804689999999,2255.080811,97.31739807,102.2752457,0.323044717,0.0694093704,-0.365146756,1.0,0.0,13.08059978,0.0543832555,1595327890.9619699
28410,2020/07/21/19:38:11.062299,28411,1595327891,61989784,,,0,1595327872,-1424.409058,2252.964111,97.31919098,103.10345459999999,0.309726954,0.058507055,-0.226062343,1.0,0.0,7.706399441,0.054494809400000004,1595327891.06199
28411,2020/07/21/19:38:11.162292,28412,1595327891,161976337,,,0,1595327872,-1425.664307,2250.0239260000003,97.3278656,104.1685104,0.16963844,0.0734406933,-0.17313057199999998,1.0,0.0,1.622399926,0.0546492971,1595327891.1619802
28412,2020/07/21/19:38:11.262303,28413,1595327891,261995315,,,0,1595327872,-1426.705933,2247.528564,97.34098053,105.08197779999999,0.299495578,0.0226110592,-0.16456636800000002,1.0,0.0,-1.216799974,0.0547792912,1595327891.262
28413,2020/07/21/19:38:11.362287,28414,1595327891,361977577,,,0,1595327872,-1427.946411,2244.515625,97.35851288,106.144989,0.249634832,0.031466376000000004,-0.0496325716,1.0,0.0,-5.678399562999999,0.05493626,1595327891.36198
28414,2020/07/21/19:38:11.462311,28415,1595327891,461967945,,,0,1595327872,-1429.094849,2241.7192379999997,97.37483215,107.1109543,0.289825559,-0.0640007406,0.08591789009999999,1.0,0.0,-8.51760006,0.055082038,1595327891.4619699
28415,2020/07/21/19:38:11.562310,28416,1595327891,561969518,,,0,1595327872,-1430.122437,2239.233154,97.38398743,107.9793243,0.241232663,-0.150350958,0.114947967,1.0,0.0,-12.57359982,0.0552122854,1595327891.56197
28416,2020/07/21/19:38:11.662061,28417,1595327891,661953687,,,0,1595327872,-1431.169556,2236.731934,97.38186646,108.83650970000001,0.379152,-0.145831779,0.160732135,1.0,0.0,-19.16460037,0.0553427637,1595327891.66195
28417,2020/07/21/19:38:11.762303,28418,1595327891,761965036,,,0,1595327872,-1432.7932130000002,2232.958984,97.35760498,110.05870060000001,0.210190848,-0.08501724150000001,0.358016878,1.0,0.0,-25.45140076,0.0555411689,1595327891.7619698
28418,2020/07/21/19:38:11.862246,28419,1595327891,861961841,,,0,1595327872,-1433.922607,2230.438965,97.3335495,110.90850829999998,0.272945225,-0.0226443894,0.559698582,1.0,0.0,-32.49869919,0.05567508559999999,1595327891.86196
28419,2020/07/21/19:38:11.962238,28420,1595327891,962083101,,,0,1595327872,-1435.100464,2227.919434,97.30809021,111.6247406,0.18855050199999998,0.0621524788,0.6713471409999999,1.0,0.0,-38.32920074,0.0558100678,1595327891.96208
28420,2020/07/21/19:38:12.062373,28421,1595327892,62025070,,,0,1595327872,-1436.632568,2224.822754,97.28164673,112.47801969999999,0.14321672900000001,0.0367911197,0.858676195,1.0,0.0,-38.53199768,0.0559776984,1595327892.06203
28421,2020/07/21/19:38:12.162308,28422,1595327892,161982774,,,0,1595327872,-1437.988892,2222.243408,97.26288605,113.1309967,0.166716248,-0.033022943900000004,0.789561689,1.0,0.0,-40.00229645,0.056119784699999994,1595327892.1619802
28422,2020/07/21/19:38:12.262084,28423,1595327892,261971712,,,0,1595327872,-1439.5545650000001,2219.435303,97.23867035,113.832077,0.10909119199999999,-0.11370895800000001,0.811053276,1.0,0.0,-39.29249954,0.0562759154,1595327892.2619698
28423,2020/07/21/19:38:12.362251,28424,1595327892,361963510,,,0,1595327872,-1440.8573,2217.22168,97.2140274,114.4508743,0.217054665,-0.08030446620000001,0.948199391,1.0,0.0,-39.29249954,0.0564009584,1595327892.36196
28424,2020/07/21/19:38:12.462270,28425,1595327892,461966276,,,0,1595327872,-1442.831421,2214.054932,97.16981506,115.13979340000002,0.21881979699999998,-0.144629985,0.941110969,1.0,0.0,-39.6473999,0.056582685599999995,1595327892.4619699
28425,2020/07/21/19:38:12.562269,28426,1595327892,561953544,,,0,1595327872,-1444.643677,2211.326416,97.1235733,116.02845,0.26555401100000003,0.135846511,1.116712093,1.0,0.0,-36.30119705,0.056741938,1595327892.56195
28426,2020/07/21/19:38:12.662086,28427,1595327892,661961793,,,0,1595327872,-1446.3227539999998,2208.951172,97.09319305,116.66281129999999,0.23488706399999998,0.374418825,0.9825631979999999,1.0,0.0,-31.73820114,0.0568830073,1595327892.66196
28427,2020/07/21/19:38:12.762254,28428,1595327892,761961221,,,0,1595327872,-1447.898193,2206.8442379999997,97.087677,117.14674380000001,0.0742081106,0.20112499600000003,0.9042876959999999,1.0,0.0,-30.92699814,0.0570104942,1595327892.76196
28428,2020/07/21/19:38:12.862282,28429,1595327892,861958742,,,0,1595327872,-1450.393555,2203.693848,97.09906769,118.054245,0.32844463,0.036396198,0.906608582,1.0,0.0,-40.55999756,0.0572049394,1595327892.86196
28429,2020/07/21/19:38:12.962333,28430,1595327892,961990833,,,0,1595327872,-1452.494507,2201.207031,97.117836,118.63751979999999,0.123788476,0.316089004,1.000282884,1.0,0.0,-42.58800125,0.057362560199999996,1595327892.96199
28430,2020/07/21/19:38:13.062273,28431,1595327893,61958551,,,0,1595327872,-1454.751099,2198.704346,97.16719818,119.2460022,0.317589015,0.241277203,1.066714048,0.922799945,0.0,-39.29249954,0.0575254671,1595327893.06196
28431,2020/07/21/19:38:13.162343,28432,1595327893,161955595,,,0,1595327872,-1457.024048,2196.334229,97.23691559,119.55475619999999,0.0698056817,0.17992509899999998,1.109487295,0.583850026,0.0,-35.59139633,0.05768417940000001,1595327893.16196
28432,2020/07/21/19:38:13.262172,28433,1595327893,262029170,,,0,1595327872,-1459.1499019999999,2194.234375,97.30844116,119.57547759999999,0.000799804926,-0.0627055019,0.925163507,0.49314999600000003,0.0,-34.67879868,0.0578279085,1595327893.2620301
28433,2020/07/21/19:38:13.362101,28434,1595327893,361977100,,,0,1595327872,-1462.13147,2191.447266,97.39567566,119.4002075,-0.031415104900000004,-0.152507484,0.69902277,0.102800012,0.0,-28.08779907,0.0580246374,1595327893.36198
28434,2020/07/21/19:38:13.462278,28435,1595327893,461971521,,,0,1595327872,-1464.583374,2189.272217,97.44483185,118.94051359999999,-0.398451447,-0.249196649,0.8740615840000001,0.0,0.0,-20.88840103,0.0581826493,1595327893.4619699
28435,2020/07/21/19:38:13.562108,28436,1595327893,561987876,,,0,1595327872,-1466.844849,2187.354004,97.47190857,118.3561325,-0.17111307399999998,-0.0976319164,0.744974136,0.0,0.0,-14.80439949,0.058324825,1595327893.56199
28436,2020/07/21/19:38:13.662128,28437,1595327893,661990642,,,0,1595327872,-1469.4454349999999,2185.254639,97.49453735,117.6499634,-0.18430748600000002,-0.0071491152,0.846413553,0.0,0.0,-4.055999756,0.058484770400000004,1595327893.66199
28437,2020/07/21/19:38:13.762271,28438,1595327893,761963605,,,0,1595327872,-1472.00293,2183.28833,97.50863647,117.0531693,-0.22658059,-0.145768374,0.8177124859999999,0.0,0.0,2.484300137,0.0586410239,1595327893.76196
28438,2020/07/21/19:38:13.862278,28439,1595327893,861961841,,,0,1595327872,-1474.586548,2181.381836,97.50676727,116.49330900000001,-0.27086877800000003,-0.10493627900000001,0.542912066,0.0,0.0,20.07719994,0.0587965399,1595327893.86196
28439,2020/07/21/19:38:13.962362,28440,1595327893,961998939,,,0,1595327872,-1476.949341,2179.690674,97.49720001,116.01655579999999,-0.12192036199999999,-0.013852388600000001,0.202390105,0.0,0.0,32.85359955,0.0589366183,1595327893.962
28440,2020/07/21/19:38:14.062382,28441,1595327894,62000036,,,0,1595327872,-1479.865601,2177.635254,97.48148346,115.5113068,-0.24018003,-0.100770548,-0.104685098,0.0,0.0,33.25920105,0.0591109768,1595327894.062
28441,2020/07/21/19:38:14.162298,28442,1595327894,161980628,,,0,1595327872,-1482.5258789999998,2175.741943,97.46518707,115.0432892,-0.062306910800000004,-0.113767669,-0.569603682,0.0,0.0,33.36059952,0.0592689775,1595327894.1619802
28442,2020/07/21/19:38:14.262360,28443,1595327894,262028455,,,0,1595327872,-1485.06897,2173.872803,97.44818115,114.5326386,-0.148025393,-0.10650143,-0.822351336,0.0,0.0,33.0564003,0.0594248809,1595327894.2620301
28443,2020/07/21/19:38:14.362324,28444,1595327894,361983776,,,0,1595327872,-1487.635376,2171.900146,97.4227829,113.98651890000001,-0.025605678599999997,-0.15916270000000002,-0.8805700540000001,0.0,0.0,32.75219727,0.059583347300000006,1595327894.36198
28444,2020/07/21/19:38:14.462286,28445,1595327894,461962223,,,0,1595327872,-1490.063232,2169.933594,97.38689423,113.32001499999998,-0.190387547,-0.036771457599999995,-0.9555227159999999,0.0,0.0,29.81159782,0.059737414100000004,1595327894.46196
28445,2020/07/21/19:38:14.562258,28446,1595327894,561968088,,,0,1595327872,-1492.698364,2167.659668,97.3453064,112.5307693,-0.10357934199999999,0.0268174056,-0.9346187109999999,0.0,0.0,25.55279922,0.059908747699999994,1595327894.56197
28446,2020/07/21/19:38:14.662316,28447,1595327894,661976575,,,0,1595327872,-1494.492554,2166.018311,97.31762695,112.01614380000001,-0.127017468,-0.09826509650000001,-0.8078928590000001,0.0,0.0,25.95839882,0.0600308552,1595327894.6619802
28447,2020/07/21/19:38:14.762297,28448,1595327894,761970996,,,0,1595327872,-1496.966919,2163.626221,97.2677002,111.26784520000001,-0.225660324,-0.126368254,-0.9033110740000001,0.0,0.0,27.27659988,0.06020052730000001,1595327894.7619698
28448,2020/07/21/19:38:14.862301,28449,1595327894,861966848,,,0,1595327872,-1498.901855,2161.6408690000003,97.213974,110.5985336,-0.250231117,0.103370078,-1.114560604,0.0,0.0,27.78359985,0.060336586100000006,1595327894.86197
28449,2020/07/21/19:38:14.962305,28450,1595327894,961966037,,,0,1595327872,-1500.769043,2159.615723,97.16332245,109.88699340000001,-0.164501369,0.0409071483,-0.9413170809999999,0.0,0.0045993751799999994,29.81159782,0.0604713745,1595327894.9619699
28450,2020/07/21/19:38:15.062299,28451,1595327895,61978101,,,0,1595327872,-1503.387207,2156.5783690000003,97.1029129,109.0436325,0.0177237391,-0.109112561,-0.8206251859999999,0.0,0.000747051381,27.27659988,0.0606687889,1595327895.06198
28451,2020/07/21/19:38:15.162276,28452,1595327895,161962032,,,0,1595327872,-1505.26355,2154.251465,97.05422974,108.290802,-0.39791739,-0.030308727200000003,-0.852233589,0.0,0.0,25.75559998,0.060814496100000004,1595327895.16196
28452,2020/07/21/19:38:15.262250,28453,1595327895,261960268,,,0,1595327872,-1506.899292,2152.108398,97.00802612,107.55515290000001,-0.0505448282,-0.084877871,-0.867104471,0.0,0.0,25.14719963,0.0609452426,1595327895.26196
28453,2020/07/21/19:38:15.362273,28454,1595327895,361975669,,,0,1595327872,-1508.627075,2149.71875,96.94759369,106.98783870000001,-0.016369193799999997,-0.105598599,-1.0475101470000001,0.0,0.0,27.17519951,0.0610893555,1595327895.36198
28454,2020/07/21/19:38:15.462083,28455,1595327895,461951255,,,0,1595327872,-1510.315552,2147.2189940000003,96.87730408,105.9879608,-0.0249027014,0.448965192,-1.399653196,0.0,0.0,25.95839882,0.061235576900000005,1595327895.46195
28455,2020/07/21/19:38:15.562071,28456,1595327895,561948776,,,0,1595327872,-1511.6616210000002,2145.051025,96.83686066,105.3494797,-0.17911323899999998,0.263349622,-1.17981863,0.0,0.0,21.90239906,0.0613585375,1595327895.56195
28456,2020/07/21/19:38:15.662283,28457,1595327895,661966323,,,0,1595327872,-1512.9332279999999,2142.853027,96.81347656,104.8304367,-0.014168679699999999,0.0364509821,-0.811229825,0.0,0.0,21.29400063,0.061481025099999996,1595327895.66197
28457,2020/07/21/19:38:15.762071,28458,1595327895,761960029,,,0,1595327872,-1514.6207279999999,2139.706787,96.78856659,104.2552567,-0.0184657872,0.07076852019999999,-0.94254601,0.0,0.0,22.20660019,0.0616523437,1595327895.76196
28458,2020/07/21/19:38:15.862267,28459,1595327895,861976385,,,0,1595327872,-1515.7384029999998,2137.455322,96.77663422,103.76177220000001,-0.179356903,0.113020152,-0.863935828,0.0,0.0,22.30800056,0.06177252900000001,1595327895.86198
28459,2020/07/21/19:38:15.962418,28460,1595327895,962051391,,,0,1595327872,-1517.1755369999998,2134.322021,96.77635956,103.0891647,-0.19479699399999997,0.160973981,-0.879928112,0.0,0.0,18.96179962,0.0619368404,1595327895.96205
28460,2020/07/21/19:38:16.062278,28461,1595327896,61968564,,,0,1595327872,-1518.147705,2132.033203,96.78852081,102.6719208,-0.0443197489,-0.12068180699999999,-0.666350007,0.0,0.00475153234,17.44079781,0.0620556362,1595327896.06197
28461,2020/07/21/19:38:16.162258,28462,1595327896,161958694,,,0,1595327872,-1519.0742189999999,2129.737793,96.79103088,102.21662140000001,-0.29357028,-0.47694808200000005,-0.39977651799999997,0.0,0.284338772,16.73099899,0.0621743686,1595327896.16196
28462,2020/07/21/19:38:16.262407,28463,1595327896,262036561,,,0,1595327872,-1520.081909,2127.135498,96.7544632,100.7724533,-0.363652825,-0.455469131,-0.468244195,0.0,0.478564084,7.65569973,0.0623100847,1595327896.2620401
28463,2020/07/21/19:38:16.362391,28464,1595327896,361992359,,,0,1595327872,-1521.26355,2123.943604,96.65710449,99.16701508,-0.18037857100000002,-0.14681650699999998,-0.467448175,0.0,0.005480937660000001,-11.35679913,0.0624756217,1595327896.36199
28464,2020/07/21/19:38:16.462265,28465,1595327896,461965084,,,0,1595327872,-1522.16748,2121.381592,96.5640564,98.79033661,-0.0844082832,-0.0452025458,-0.20238368199999998,0.0,0.0,-31.02839851,0.0626093745,1595327896.4619699
28465,2020/07/21/19:38:16.562262,28466,1595327896,561957597,,,0,1595327872,-1523.0780029999999,2118.743408,96.46531677,98.43276978,-0.129632413,-0.0151906526,0.09064649050000001,0.0,0.0,-46.28909683,0.0627465695,1595327896.56196
28466,2020/07/21/19:38:16.662292,28467,1595327896,661966085,,,0,1595327872,-1523.862305,2116.503662,96.38063049,98.1521759,0.134782806,0.0763214827,0.5009329920000001,0.0,0.0,-53.38709641,0.06286350639999999,1595327896.66197
28467,2020/07/21/19:38:16.762274,28468,1595327896,761955261,,,0,1595327872,-1524.710205,2114.207764,96.29695129,97.81261444,-0.16539773300000002,0.113371789,0.831918955,0.0,0.0,-57.03749847,0.0629840344,1595327896.76196
28468,2020/07/21/19:38:16.862253,28469,1595327896,861965894,,,0,1595327872,-1525.586792,2112.020264,96.22574615,97.35823822,-0.278132141,0.132182091,1.0868149999999999,0.0,0.0,-60.28229523,0.0630995408,1595327896.86197
28469,2020/07/21/19:38:16.962326,28470,1595327896,961974859,,,0,1595327872,-1527.082886,2108.709473,96.13909149,96.52490234,-0.227856874,0.144002274,1.308775306,0.0,0.0,-64.33830261,0.0632784292,1595327896.9619699
28470,2020/07/21/19:38:17.062114,28471,1595327897,61974763,,,0,1595327872,-1528.177856,2106.5698239999997,96.09714508,95.88872528,-0.183776319,0.17430988,1.2663216590000002,0.226550013,0.0,-65.0480957,0.06339491900000001,1595327897.06197
28471,2020/07/21/19:38:17.162315,28472,1595327897,161966323,,,0,1595327872,-1529.681885,2103.945068,96.06446075,95.26796722,-0.136240959,0.150299177,1.340221643,0.169699997,0.0,-69.81389618,0.0635423884,1595327897.16197
28472,2020/07/21/19:38:17.262132,28473,1595327897,261989116,,,0,1595327872,-1531.1369630000002,2101.682861,96.05316162,94.66420746,-0.10598284,0.11257441300000001,1.23108983,0.14550000400000002,0.0,-74.27549744,0.06367201360000001,1595327897.26199
28473,2020/07/21/19:38:17.362303,28474,1595327897,361962795,,,0,1595327872,-1532.314575,2100.011475,96.05279541,94.15682983,0.0160424113,0.11332123,1.252227783,0.266350001,0.0,-75.18809509,0.0637702346,1595327897.36196
28474,2020/07/21/19:38:17.462252,28475,1595327897,461961507,,,0,1595327872,-1534.331665,2097.422607,96.06452179,93.47904205,-0.102527916,0.0876848996,1.398795843,0.396499991,0.0,-75.59369659,0.0639270619,1595327897.46196
28475,2020/07/21/19:38:17.562258,28476,1595327897,561959981,,,0,1595327872,-1535.64917,2095.889648,96.07869720000001,93.08776855,-0.00220412016,0.063084729,1.281314611,0.1162,0.0,-75.89790344,0.0640235096,1595327897.56196
28476,2020/07/21/19:38:17.662268,28477,1595327897,661958456,,,0,1595327872,-1537.6602779999998,2093.755615,96.10865021,92.15602875,-0.194025815,0.138440266,1.3852373359999999,0.0,0.0,-75.18809509,0.0641626716,1595327897.66196
28477,2020/07/21/19:38:17.762266,28478,1595327897,761978149,,,0,1595327872,-1539.3122560000002,2092.169189,96.14344025,91.23687744,-0.29366216100000003,0.145229623,1.3213702440000001,0.0,0.0,-74.88389587,0.0642721951,1595327897.76198
28478,2020/07/21/19:38:17.862221,28479,1595327897,861949920,,,0,1595327872,-1541.247192,2090.478271,96.19468689,90.3112793,-0.24627703399999998,0.10333064900000001,1.207537293,0.22510001100000002,0.0,-75.08670044,0.0643930286,1595327897.86195
28479,2020/07/21/19:38:17.962190,28480,1595327897,962016105,,,0,1595327872,-1543.008911,2089.077393,96.24768066,89.94391632,0.013317704199999999,0.0994594768,1.318437934,0.950899959,0.0,-75.59369659,0.06450027230000001,1595327897.96202
28480,2020/07/21/19:38:18.062321,28481,1595327898,61994314,,,0,1595327872,-1545.074951,2087.584473,96.31555176,90.12010193,0.163513362,0.09449647369999999,1.1728469129999999,1.0,0.0,-75.49230194,0.064620994,1595327898.06199
28481,2020/07/21/19:38:18.162258,28482,1595327898,161957740,,,0,1595327872,-1547.408447,2086.067139,96.39777374,90.50167084,0.045075297400000006,0.0490462445,1.10807395,1.0,0.0,-74.17410278,0.0647514388,1595327898.16196
28482,2020/07/21/19:38:18.262278,28483,1595327898,261976242,,,0,1595327872,-1549.362183,2084.916504,96.46779633,90.96172333,0.15911799699999998,0.0403970368,1.035670996,1.0,0.0,-72.55169678,0.0648611411,1595327898.26198
28483,2020/07/21/19:38:18.362065,28484,1595327898,361965656,,,0,1595327872,-1551.912842,2083.556152,96.5581131,91.6881485,0.174906969,0.0283732712,1.089782715,1.0,0.0,-72.34889984,0.0649972633,1595327898.36197
28484,2020/07/21/19:38:18.462050,28485,1595327898,461954832,,,0,1595327872,-1553.983521,2082.553955,96.62989044,92.39909363,0.0839068592,-0.007418489079999999,0.9496932029999999,1.0,0.0,-72.34889984,0.0651062652,1595327898.46195
