Distance,PosLocalX,PosLocalY,InverseRadius,RefinedPosLon,RefinedPosLat,TimeStamp,GPS_Speed,PosLat,PosLon,AccelForward,AccelLateral,DeviceAccelForward,DeviceAccelLateral,DeviceAccelVertical,AngleTrack,AngleRateZ,GPS_Height,GPS_NumSat,GPS_PosAccuracy,RPM,Steer_angle,Gear,OilT,Internal Batte,External Batte,ECU_THROTTLE,ECU_ENG_TMP,ECU_WS_FL,ECU_WS_FR,ECU_WS_RL,ECU_WS_RR,ECU_PEDAL,ECU_MAF,ECU_BRK_PRES,ECU_STEER_SPD,ECU_TCS_ESP,ECU_V_BATTERY,GPS_Slope,GPS_Elevation,PositionIndex,LapNo,PositionHeight,AccelX,AccelY,AccelCombined,HP_est,Pedal_throttle,Origin_Steer_angle,GripUsage,Pedal_brake,Origin_Gear,Origin_RPM
3810.866,-0.7001010007936186,27.65673633326522,-0.00035977238061376594,128.291315818939,38.00069106589451,164.7,158.661,38.00069101661621,128.29131583512373,0.125,0.061,-3.79,3.447,-2.355,358.513,0.005,321.8,6.0,2.32,5802,1.912,4,149.0,4.159,12.716,97.42,95.0,158.499,158.377,155.943,155.924,99.0,236.98,0.4,0.0,3.0,12.8,-3.021,322.214,27.617,1,318.136,1.223,0.666,1.393,149.563,100.0,-2.3,16.846,0.0,4.0,5802.655
3813.091,-0.7688796521463694,29.88031793059173,-0.0003901395762418878,128.29131503487125,38.00071104076473,164.75,158.863,38.00071103073271,128.29131504131124,0.123,0.07,-3.791,3.463,-2.339,358.53,0.006,322.8,6.0,2.32,5799,1.912,4,149.0,4.159,12.716,97.32,95.0,158.747,158.722,156.248,156.08,99.0,239.455,0.4,0.0,3.0,12.8,-3.719,323.409,29.837,1,318.139,1.209,0.752,1.424,149.336,100.0,-2.3,16.813,0.0,4.0,5799.77
3815.319,-0.8358289458327202,32.107387095383,-0.0004295259313760792,128.29131427165797,38.00073104696445,164.8,159.099,38.00073107396747,128.29131428102926,0.122,0.078,-3.792,3.476,-2.332,358.548,0.006,323.767,6.03,2.32,5811,1.912,4,149.0,4.159,12.716,97.22,95.0,158.96,158.961,156.657,156.378,99.0,241.881,0.4,0.0,3.0,12.8,-4.411,324.334,32.061,1,318.198,1.196,0.829,1.456,148.921,100.0,-2.3,16.69,0.0,4.0,5811.5
3817.554,-0.9011070952585718,34.34159966058804,-0.0004687643501846309,128.29131352749548,38.000751117334744,164.85,159.347,38.00075112743297,128.29131353252825,0.121,0.086,-3.793,3.487,-2.328,358.565,0.007,324.722,6.03,2.32,5828,1.912,4,149.0,4.159,12.716,97.12,95.0,159.16,159.163,157.102,156.725,99.0,244.29,0.4,0.0,3.0,12.8,-5.101,325.164,34.291,1,318.16,1.185,0.898,1.487,148.377,100.0,-2.3,16.593,0.0,4.0,5828.365
3819.792,-0.9641932197094867,36.5787142331753,-0.00047547714360719837,128.2913128083218,38.000771213774335,164.9,159.56,38.000771210435566,128.29131282139096,0.121,0.092,-3.796,3.498,-2.329,358.586,0.008,324.589,7.0,2.32,5841,1.909,4,149.0,4.159,12.716,97.02,95.0,159.36,159.396,157.432,156.998,99.0,245.12,0.4,0.0,3.0,12.8,-4.737,325.047,36.525,1,318.157,1.175,0.957,1.515,147.852,100.0,-2.297,16.496,0.0,4.0,5841.8
3822.03,-1.0248405136198346,38.81549722877599,-0.0004922981153753435,128.2913121169505,38.00079130723531,164.95,159.76,38.00079130381607,128.29131212338146,0.12,0.098,-3.799,3.509,-2.332,358.61,0.008,324.074,7.0,2.32,5854,1.904,4,149.0,4.159,12.715,96.92,95.0,159.56,159.64,157.722,157.245,99.0,245.395,0.4,0.0,3.0,12.8,-4.003,324.597,38.759,1,318.152,1.165,1.006,1.539,147.348,100.0,-2.292,16.4,0.0,4.0,5854.03
3824.266,-1.0829886679725567,41.05048727658001,-0.0005211997957112089,128.29131145406905,38.00081138458988,165.0,159.96,38.0008114269775,128.29131146543705,0.119,0.102,-3.802,3.519,-2.325,358.637,0.009,323.278,7.0,2.32,5860,1.79,4,149.0,4.159,12.715,96.82,95.0,159.763,159.749,157.768,157.422,99.0,245.668,0.4,0.044,3.0,12.8,-2.399,323.925,40.99,1,318.189,1.156,1.045,1.558,146.874,100.0,-2.178,16.305,0.0,4.0,5860.022
3826.509,-1.1389210262886904,43.293030719028785,-0.0005211997957112089,128.29131081644738,38.00083152979808,165.05,160.16,38.0008315606025,128.29131082156957,0.118,0.106,-3.806,3.528,-2.316,358.665,0.009,322.383,7.0,2.32,5863,1.637,4,149.0,4.159,12.715,96.72,95.0,159.968,159.811,157.728,157.575,99.0,245.94,0.4,0.104,3.0,12.8,-0.49,323.175,43.23,1,318.15,1.146,1.075,1.571,146.453,100.0,-2.025,16.217,0.0,4.0,5863.822
3828.772,-1.1929725037972307,45.55555316996928,-0.0005211997957112089,128.29131020026753,38.00085185448164,165.1,160.363,38.000851874099304,128.29131021599486,0.117,0.109,-3.808,3.533,-2.316,358.694,0.01,323.944,7.03,2.33,5874,1.413,4,149.0,4.159,12.715,96.619,95.0,160.277,160.156,157.938,157.796,99.0,246.141,0.4,1.496,3.0,12.8,-0.118,324.812,45.489,1,318.121,1.137,1.096,1.579,146.091,100.0,-1.801,16.136,0.0,4.0,5874.752
3831.044,-1.2443134557370186,47.82679453036221,-0.0005211997957112089,128.2913096149873,38.000872257488865,165.15,160.567,38.000872250794295,128.29130962387433,0.116,0.11,-3.809,3.538,-2.32,358.724,0.011,326.369,7.03,2.33,5888,1.165,4,149.0,4.159,12.715,96.518,95.0,160.622,160.6,158.235,158.04,99.0,246.318,0.4,3.356,3.0,12.8,-0.286,327.286,47.757,1,318.135,1.127,1.107,1.58,145.787,100.0,-1.553,16.061,0.0,4.0,5888.187
3833.303,-1.2916860789664826,50.085558107621864,-0.0005211997957112089,128.29130907494553,38.00089254840572,165.2,160.802,38.000892516229186,128.29130909252817,0.115,0.111,-3.81,3.54,-2.344,358.757,0.011,327.104,8.0,2.33,5897,0.986,4,149.0,4.159,12.715,96.418,95.0,160.825,160.864,158.427,158.145,99.0,246.382,0.4,2.478,3.0,12.8,-0.001,327.926,50.013,1,318.173,1.117,1.11,1.575,145.54,100.0,-1.374,15.991,0.0,4.0,5897.778
3835.552,-1.3355280341755689,52.33416315084408,-0.0005154291616654756,128.2913085751529,38.00091274806647,165.25,161.048,38.00091274257269,128.29130858253518,0.114,0.11,-3.812,3.542,-2.375,358.791,0.012,327.244,8.0,2.33,5906,0.832,4,149.0,4.159,12.715,96.318,95.0,160.978,161.064,158.583,158.201,99.0,246.408,0.4,0.638,3.0,12.8,0.442,327.921,52.259,1,318.153,1.107,1.105,1.565,145.348,100.0,-1.22,15.922,0.0,4.0,5906.018
3837.805,-1.3770672295824764,54.58615382667586,-0.0005069791879794608,128.29130810161143,38.00093297814102,165.3,161.224,38.000932998575024,128.29130811279114,0.113,0.109,-3.815,3.545,-2.394,358.826,0.012,329.885,8.0,2.33,5909,0.604,4,149.0,4.159,12.715,96.218,95.0,161.185,161.26,158.842,158.365,99.0,243.769,0.4,1.581,3.0,12.8,0.516,330.606,54.508,1,318.145,1.098,1.092,1.549,145.21,100.0,-0.992,15.853,0.0,4.0,5909.892
3840.062,-1.4165499960720742,56.843664821839795,-0.00048356586247758255,128.291307651513,38.00095325780569,165.35,161.376,38.000953264998024,128.29130765718864,0.112,0.107,-3.818,3.549,-2.408,358.86,0.013,333.405,8.0,2.33,5912,0.35,4,149.0,4.159,12.715,96.118,95.0,161.41,161.454,159.136,158.567,99.0,240.194,0.4,3.501,3.0,12.8,0.46,334.236,56.763,1,318.116,1.089,1.072,1.529,145.123,100.0,-0.738,15.779,0.0,4.0,5912.231
3842.322,-1.4537276300468809,59.103088330236396,-0.00044743213733041526,128.29130722769276,38.000973554650834,165.4,161.564,38.00097356156714,128.2913072398064,0.111,0.104,-3.82,3.551,-2.396,358.899,0.013,337.221,8.0,2.34,5920,0.031,4,149.0,4.159,12.715,96.018,95.0,161.635,161.55,159.323,158.808,99.0,236.809,0.4,4.0,3.0,12.801,0.382,337.792,59.02,1,318.12,1.082,1.046,1.505,145.07,100.0,-0.419,15.702,0.0,4.0,5920.506
3844.583,-1.4886054854079114,61.36396246140928,-0.0004253893967711312,128.29130683008972,38.00099386452721,165.45,161.764,38.000993868728145,128.2913068358529,0.11,0.101,-3.823,3.553,-2.375,358.939,0.014,341.141,8.0,2.34,5930,-0.311,4,149.0,4.159,12.715,95.918,95.0,161.861,161.612,159.473,159.062,99.0,233.491,0.4,4.0,3.0,12.803,0.297,341.322,61.278,1,318.108,1.076,1.013,1.478,145.048,100.0,-0.077,15.618,0.0,4.0,5930.866
3846.847,-1.5213300180816833,63.627383949264456,-0.0004156413431553268,128.29130645703427,38.00101419728699,165.5,161.964,38.001014206975064,128.2913064673258,0.109,0.097,-3.823,3.551,-2.355,358.979,0.014,343.655,8.0,2.34,5938,-0.507,4,149.0,4.159,12.715,95.818,95.0,162.103,161.884,159.626,159.381,99.0,234.737,0.4,4.0,3.0,12.838,0.372,343.861,63.539,1,318.118,1.071,0.976,1.449,145.044,100.0,0.119,15.528,0.0,4.0,5938.755
3849.113,-1.5520861001749515,65.89324458632025,-0.00039570216265684416,128.29130610641892,38.00103455195813,165.55,162.164,38.00103455614406,128.2913061112458,0.109,0.093,-3.824,3.548,-2.336,359.02,0.015,345.675,8.0,2.34,5945,-0.651,4,149.0,4.159,12.715,95.718,95.0,162.349,162.23,159.78,159.723,99.0,237.587,0.4,4.0,3.0,12.884,0.505,346.051,65.803,1,318.1,1.068,0.934,1.418,145.049,100.0,0.263,15.431,0.0,4.0,5945.775
3851.381,-1.5810386577562183,68.16099151408912,-0.0003679953270297054,128.2913057763635,38.00105492357419,165.6,162.364,38.00105493829079,128.29130578732693,0.108,0.088,-3.824,3.545,-2.334,359.064,0.015,347.946,8.0,2.35,5953,-0.688,4,149.007,4.159,12.715,95.621,95.0,162.537,162.495,160.005,159.92,99.0,240.348,0.4,3.941,3.0,12.86,0.607,348.466,68.068,1,318.124,1.065,0.888,1.387,145.059,100.0,0.3,15.328,0.0,4.0,5953.061
3853.652,-1.6079962418054696,70.43187660160726,-0.00034179748424609615,128.2913054690505,38.001075323380945,165.65,162.564,38.001075332024286,128.29130547470794,0.108,0.083,-3.824,3.542,-2.338,359.11,0.016,350.306,8.0,2.35,5960,-0.688,4,149.017,4.159,12.715,95.525,95.0,162.703,162.731,160.255,160.066,99.0,243.078,0.4,3.861,3.0,12.812,0.698,350.961,70.337,1,318.123,1.065,0.841,1.356,145.072,100.0,0.3,15.22,0.0,4.0,5960.441
3855.928,-1.6326524858280873,72.70761262080902,-0.0003172131916703742,128.2913051879725,38.001095766764585,165.7,162.764,38.001095771901966,128.2913051976933,0.109,0.078,-3.822,3.541,-2.338,359.16,0.016,350.136,8.0,2.35,5965,-0.688,4,149.205,4.159,12.715,95.5,95.0,162.87,162.734,160.504,160.154,99.0,243.677,0.4,2.419,3.0,12.8,1.017,350.962,72.611,1,318.114,1.065,0.791,1.327,145.087,100.0,0.3,15.109,0.0,4.0,5965.838
3858.206,-1.6553632749946385,74.98544543791976,-0.00029497029276961305,128.29130492907245,38.001116228984166,165.75,162.964,38.00111622799247,128.2913049331883,0.109,0.072,-3.82,3.542,-2.337,359.212,0.016,349.076,8.0,2.35,5970,-0.688,4,149.455,4.159,12.715,95.5,95.0,163.037,162.656,160.752,160.222,99.0,243.527,0.4,0.499,3.0,12.8,1.415,350.088,74.887,1,318.14,1.066,0.742,1.299,145.105,100.0,0.3,14.998,0.0,4.0,5970.538
3860.482,-1.6767916003150845,77.26169443382176,-0.0002742773676449655,128.29130468479232,38.00113667697597,165.8,163.163,38.00113672069595,128.29130469014365,0.109,0.066,-3.817,3.54,-2.332,359.259,0.016,346.891,8.0,2.35,5978,-0.688,4,149.698,4.159,12.715,95.497,95.0,163.204,162.96,160.96,160.598,99.0,243.394,0.4,0.0,3.0,12.8,1.249,347.843,77.161,1,318.129,1.069,0.693,1.274,145.131,100.0,0.3,14.887,0.0,4.0,5978.908
3862.766,-1.6972052173741148,79.54563611878169,-0.00024682637814307985,128.29130445207971,38.00115719407271,165.85,163.361,38.00115722626345,128.29130445463915,0.11,0.061,-3.813,3.537,-2.326,359.305,0.017,344.311,8.0,2.35,5988,-0.688,4,149.938,4.159,12.715,95.493,95.0,163.372,163.398,161.154,161.082,99.0,243.267,0.4,0.0,3.0,12.8,0.885,345.118,79.443,1,318.102,1.071,0.647,1.251,145.166,100.0,0.3,14.78,0.0,4.0,5988.568
3865.071,-1.7166497537892984,81.85062442366876,-0.0002164772331845799,128.2913042304145,38.001177900235376,165.9,163.526,38.001177921640945,128.29130423599224,0.11,0.056,-3.811,3.525,-2.338,359.356,0.017,340.277,8.0,2.35,6000,-0.684,4,150.0,4.159,12.715,95.417,95.0,163.56,163.624,161.247,161.281,99.0,243.552,0.4,0.0,3.0,12.8,0.308,341.076,81.746,1,318.122,1.073,0.604,1.231,145.212,100.0,0.296,14.679,0.0,4.0,6000.67
3867.386,-1.7350674410107125,84.16495651645047,-0.00020112007550795498,128.29130402045527,38.00119869033512,165.95,163.68,38.001198683708445,128.29130402326825,0.11,0.051,-3.811,3.511,-2.356,359.408,0.017,335.732,8.0,2.35,6013,-0.679,4,150.0,4.159,12.715,95.316,95.0,163.754,163.776,161.305,161.379,99.0,243.981,0.4,0.0,3.0,12.8,-0.345,336.571,84.058,1,318.126,1.074,0.567,1.214,145.268,100.0,0.291,14.586,0.0,4.0,6013.63
3869.687,-1.7523722517639524,86.46639113939845,-0.00020112007550795498,128.29130382318266,38.00121936457436,166.0,163.868,38.00121933161985,128.2913038281222,0.111,0.047,-3.813,3.495,-2.383,359.459,0.017,331.312,8.0,2.35,6017,-0.593,4,150.0,4.159,12.715,95.212,95.0,163.853,163.926,161.477,161.451,99.0,244.389,0.4,0.074,3.0,12.8,-0.924,331.933,86.358,1,318.109,1.074,0.536,1.2,145.342,100.0,0.205,14.502,0.0,4.0,6017.481
3871.978,-1.7687066613844604,88.75735989184464,-0.00020112007550795498,128.2913036369725,38.00123994479663,166.05,164.068,38.00123993942235,128.29130363915223,0.111,0.043,-3.815,3.478,-2.413,359.511,0.017,326.937,8.0,2.35,6018,-0.478,4,150.0,4.159,12.715,95.107,95.0,163.918,164.076,161.69,161.514,99.0,244.789,0.4,0.174,3.0,12.8,-1.478,327.248,88.647,1,318.094,1.073,0.512,1.189,145.434,100.0,0.09,14.43,0.0,4.0,6018.131
3874.273,-1.7842907267725998,91.05212930792203,-0.00020112007550795498,128.29130345931617,38.001260559161004,166.1,164.268,38.00126058463703,128.29130346457558,0.111,0.041,-3.815,3.47,-2.42,359.562,0.017,324.264,8.0,2.36,6027,-0.161,4,150.0,4.159,12.715,94.932,95.0,164.185,164.226,162.065,161.748,99.0,244.837,0.4,1.532,3.0,12.8,-1.89,324.561,90.94,1,318.068,1.071,0.496,1.18,145.544,100.0,-0.227,14.368,0.0,4.0,6027.272
3876.574,-1.7989531823339084,93.35351030258472,-0.00020112007550795498,128.29130329216605,38.001281232918494,166.15,164.468,38.00128124299653,128.29130329505608,0.11,0.039,-3.814,3.464,-2.419,359.614,0.017,322.189,8.0,2.36,6039,0.226,4,150.0,4.159,12.715,94.732,95.0,164.522,164.376,162.498,162.043,99.0,244.762,0.4,3.332,3.0,12.8,-2.252,322.576,93.239,1,318.099,1.067,0.488,1.173,145.668,100.0,-0.614,14.318,0.0,4.0,6039.397
3878.879,-1.8123574977075685,95.65842573742245,-0.0002038904692973959,128.2913031393586,38.00130193842655,166.2,164.668,38.00130194912451,128.29130314561831,0.11,0.039,-3.812,3.465,-2.394,359.661,0.017,319.226,8.0,2.36,6039,0.442,4,150.0,4.159,12.715,94.539,95.0,164.684,164.537,162.684,162.27,99.0,244.67,0.4,2.468,3.0,12.8,-1.954,319.57,95.542,1,318.098,1.062,0.489,1.169,145.799,100.0,-0.83,14.28,0.0,4.0,6039.867
3881.187,-1.8245469384158437,97.96588052327878,-0.00021544109914996265,128.29130300040055,38.00132266674609,166.25,164.868,38.00132267203601,128.29130300323632,0.109,0.04,-3.81,3.468,-2.361,359.707,0.017,315.952,8.0,2.36,6036,0.597,4,150.0,4.159,12.715,94.349,95.0,164.784,164.702,162.784,162.472,99.0,244.573,0.4,0.668,3.0,12.8,-1.423,316.205,97.848,1,318.13,1.056,0.499,1.168,145.93,100.0,-0.985,14.254,0.0,4.0,6036.242
3883.497,-1.8357386051876916,100.27597226350419,-0.00022853759888687427,128.291302872817,38.00134341875392,166.3,165.068,38.00134342849023,128.29130287847408,0.108,0.042,-3.81,3.468,-2.333,359.757,0.017,315.859,8.0,2.36,6044,0.822,4,150.0,4.159,12.715,94.3,95.0,164.895,165.056,162.891,162.704,99.0,244.159,0.4,1.606,3.0,12.8,-1.851,316.24,100.156,1,318.132,1.049,0.516,1.169,146.06,100.0,-1.21,14.236,0.0,4.0,6044.809
3885.809,-1.8458980370389562,102.58846096054914,-0.00023683762055766867,128.29130275700078,38.001364192294076,166.35,165.268,38.00136419672973,128.2913027599026,0.107,0.044,-3.812,3.467,-2.306,359.808,0.016,316.883,8.0,2.36,6057,1.072,4,150.0,4.159,12.715,94.3,95.0,165.01,165.476,163.001,162.947,99.0,243.634,0.4,3.506,3.0,12.8,-2.614,317.47,102.467,1,318.113,1.041,0.542,1.174,146.175,100.0,-1.46,14.228,0.0,4.0,6057.659
3888.124,-1.854859145414103,104.90302998331657,-0.0002509644575724588,128.2913026548453,38.00138498452221,166.4,165.468,38.001384996779244,128.29130266212954,0.106,0.048,-3.813,3.465,-2.294,359.856,0.016,318.204,8.0,2.36,6068,1.316,4,150.0,4.159,12.715,94.296,95.0,165.327,165.496,163.254,163.091,99.0,243.111,0.4,4.0,3.0,12.8,-3.306,318.87,104.78,1,318.089,1.033,0.574,1.182,146.284,100.0,-1.704,14.227,0.0,4.0,6068.4
3890.441,-1.8624768793692723,107.22032835635969,-0.000282245606802613,128.2913025680041,38.00140580126863,166.45,165.668,38.00140580800524,128.29130257166403,0.105,0.052,-3.815,3.462,-2.289,359.901,0.016,319.629,8.0,2.36,6078,1.559,4,150.0,4.159,12.715,94.291,95.0,165.714,165.376,163.556,163.201,99.0,242.588,0.4,4.0,3.0,12.8,-3.973,320.33,107.096,1,318.105,1.025,0.611,1.194,146.373,100.0,-1.947,14.231,0.0,4.0,6078.4
3892.762,-1.8686343764573434,109.54112789363694,-0.0003152141286884088,128.29130249780945,38.0014266494667,166.5,165.866,38.0014266494484,128.29130250532992,0.104,0.057,-3.815,3.463,-2.291,359.947,0.016,320.018,8.0,2.361,6088,1.689,4,150.0,4.159,12.715,94.216,95.0,165.926,165.672,163.886,163.45,99.0,242.101,0.4,3.926,3.0,12.8,-4.458,320.81,109.415,1,318.095,1.018,0.653,1.209,146.447,100.0,-2.077,14.239,0.0,4.0,6088.215
3895.084,-1.873362567709367,111.86270282965324,-0.0003378006406166573,128.29130244390868,38.00144750463033,166.55,166.064,38.0014475015084,128.2913024474744,0.103,0.062,-3.814,3.466,-2.297,359.993,0.016,320.043,8.0,2.361,6097,1.779,4,150.0,4.159,12.715,94.116,95.0,166.076,166.115,164.224,163.748,99.0,241.626,0.4,3.826,3.0,12.8,-4.879,320.945,111.735,1,318.133,1.011,0.697,1.228,146.501,100.0,-2.167,14.246,0.0,4.0,6097.965
3897.403,-1.8767005603319207,114.18192517546515,-0.0003562228468337418,128.291302405856,38.001468338660175,166.6,166.228,38.00146838233368,128.29130241723905,0.103,0.067,-3.813,3.472,-2.313,0.039,0.015,320.383,8.0,2.37,6104,1.732,4,150.0,4.159,12.715,94.023,95.0,166.232,166.439,164.405,164.003,99.0,241.284,0.4,2.394,3.0,12.8,-6.62,321.01,114.053,1,318.13,1.005,0.744,1.25,146.54,100.0,-2.12,14.253,0.0,4.0,6104.385
3899.73,-1.8780583352848441,116.50871103118045,-0.0003742683277591142,128.29130239037752,38.00148924063452,166.65,166.38,38.001489273265676,128.29130239670803,0.102,0.072,-3.812,3.479,-2.333,0.084,0.015,320.833,8.0,2.37,6109,1.637,4,150.0,4.159,12.715,93.933,95.0,166.389,166.722,164.53,164.243,99.0,240.989,0.4,0.494,3.0,12.8,-8.825,321.05,116.378,1,318.101,0.999,0.79,1.274,146.556,100.0,-2.025,14.257,0.0,4.0,6109.635
3902.078,-1.876614957255743,118.85696915446809,-0.0003912796096653692,128.29130240683185,38.00151033549846,166.7,166.567,38.00151035531637,128.2913024207021,0.102,0.078,-3.811,3.485,-2.355,0.126,0.015,320.599,8.0,2.37,6118,1.61,4,150.0,4.159,12.715,93.985,95.0,166.648,166.769,164.668,164.349,99.0,243.248,0.4,0.0,3.0,12.8,-10.148,320.782,118.725,1,318.113,0.995,0.836,1.299,146.554,100.0,-1.998,14.258,0.0,4.0,6118.141
